id,codigo,descripcion,categoria,subcategoria,medidas,foto,proveedor
130409,130409,FUMIGADOR DOMESTICO 1.5L (130409),Herramienta manual,POR CLASIFICAR,,130409.webp,
USIMM33,USIMM33,GABARDINA IMP.  REF.T/EG (USIM33) URREA,Herramienta manual,Herramienta manual,,USIMM33.webp,
USIM32,USIM32,GABARDINA IMP. REF.T/G (USIM32) URREA,Herramienta manual,Herramienta manual,,USIM32.webp,
USIM31,USIM31,GABARDINA IMP. REF.T/M (USIM31 )URREA,Herramienta manual,Herramienta manual,,USIM31.webp,
124134,124134,"GANCHO P/PANEL RANURADO 8"" (124134)",Tornilleria y fijacion,Tornilleria y fijacion,"8""",124134.webp,
GBS4,GBS4,GATO HIDRAULIC BOTELLA 4T (GBS4),Herramienta manual,Herramienta manual,,GBS4.webp,
GBS12,GBS12,GATO HIDRAULICO BOTELLA 12 T (GBS12),Herramienta manual,Herramienta manual,,GBS12.webp,
GBS2,GBS2,GATO HIDRAULICO BOTELLA 2 T (GBS2),Herramienta manual,Herramienta manual,,GBS2.webp,
GAVA2,GAVA2,GAVETA PLASTICA AMARILLA SURTEK (GAVA2),Herramienta manual,POR CLASIFICAR,,GAVA2.webp,
GAVA3,GAVA3,GAVETA PLASTICA AMARILLA SURTEK (GAVA3),Herramienta manual,POR CLASIFICAR,,GAVA3.webp,
137320,137320,GOGGLES DE SEGURIDAD TRANSP.(137320),Seguridad (EPP),Seguridad (EPP),,137320.webp,
137321,137321,GOGLE PARA SOLDAR SURTEK (137321),Seguridad EPP,POR CLASIFICAR,,137321.webp,
137334,137334,GOGLE PARA SOLDAR SURTEK (137334),Seguridad EPP,POR CLASIFICAR,,137334.webp,
114361,114361,"GRAPAS 13/32X5/16"" ENGRAP.MAN(114361)","Herrería, forja y herrajes",POR CLASIFICAR,"5/16"" 32X5 13/32 5/16",114361.webp,
114354,114354,"GRAPAS ENGRA. MANUAL 7/16"" X 1/2"" SURTEK (114354)","Herrería, forja y herrajes",POR CLASIFICAR,"7/16"" 1/2"" 7/16 1/2",114354.webp,
114355,114355,"GRAPAS ENGRA. MANUAL 7/16"" X 9/16"" SURTEK (114355)","Herrería, forja y herrajes",POR CLASIFICAR,"7/16"" 9/16"" 7/16 9/16",114355.webp,
137416,137416,GUANTE DE PUNTO PVC GRANDE SURTEK (137416),Lamina y cubiertas,Lamina y cubiertas,,137416.webp,
137409,137409,GUANTE DE PUNTO PVC SURTEK (137409),Lamina y cubiertas,Lamina y cubiertas,,137409.webp,
USGVX,USGVX,GUANTE MECANICO ANTIVIB. EG URREA (USGVX),Seguridad (EPP),Seguridad (EPP),,USGVX.webp,
USGVG,USGVG,GUANTE MECANICO ANTIVIB. G URREA (USGVG),Seguridad (EPP),Seguridad (EPP),,USGVG.webp,
USGVM,USGVM,GUANTE MECANICO ANTIVIB. M URREA (USGVM),Seguridad (EPP),Seguridad (EPP),,USGVM.webp,
GAPG,GAPG,GUANTES ALGODÓN C/PNTS PVC G (GAPG),Lamina y cubiertas,Lamina y cubiertas,,GAPG.webp,
GAPM,GAPM,GUANTES ALGODÓN C/PNTS PVC M (GAPM),Lamina y cubiertas,Lamina y cubiertas,,GAPM.webp,
137384,137384,GUANTES DE LONETA SURTEK (137384),Seguridad (EPP),Seguridad (EPP),,137384.webp,
137401,137401,GUANTES DE NAILON CON POLIURETANO SURTEK (137401),Seguridad (EPP),Seguridad (EPP),,137401.webp,
GNPM,GNPM,GUANTES NAILON C/POLIU M (GNPM),Seguridad (EPP),Seguridad (EPP),,GNPM.webp,
GC3,GC3,"GUARDACABO P/CABLE DE ACERO 1/4"" SURTEK (GC3)",Izaje y maniobra,Izaje y maniobra,"1/4"" 1/4",GC3.webp,
GC5,GC5,"GUARDACABO P/CABLE DE ACERO 3/8"" SURTEK (GC5)",Izaje y maniobra,Izaje y maniobra,"3/8"" 3/8",GC5.webp,
SSK15,SSK15,HOJAS P/SIERRA CALADOR BCO. 5 PZA.(SSK15),Herramienta electrica,Herramienta electrica,,SSK15.webp,
SSK18,SSK18,HOJAS P/SIERRA CALADOR BCO. 5 PZA.(SSK18),Herramienta electrica,Herramienta electrica,,SSK18.webp,
54417,54417,"JGO DADOS HEX 1/2"" PG 7 PZ ( 54417 )",Herramienta manual,Herramienta manual,"1/2"" 1/2",54417.webp,
5439C,5439C,"JGO DADOS TORX 1/2"" 7 ZA   ( 5439C )",Herramienta manual,Herramienta manual,"1/2"" 1/2",5439C.webp,
5200TX,5200TX,"JGO DADOS TORX HEMB 3/8"" 10 PZ ( 5200TX )",Herramienta manual,Herramienta manual,"3/8"" 3/8",5200TX.webp,
142070,142070,"JGO. 2 VERNIER PLASTICO 3"" Y 6"" (142070)",Herramienta manual,Herramienta manual,"3"" 6""",142070.webp,
JBAVS,JBAVS,JGO. BROCAS COB AC ALT VEL 5 PZ(JBAVS),Herramienta manual,Herramienta manual,,JBAVS.webp,
5113,5113,JGO. BROCAS NGA AC ALT VEL 13 PZ (5113),Herramienta manual,Herramienta manual,,5113.webp,
MDHK,MDHK,JGO. DE MARTILLO P/LAMINERO Y ESTIBADOR (MDHK),Herramienta manual,Herramienta manual,,MDHK.webp,
JCS4,JCS4,JGO. SIERRAS CORTACIRCULOS 4PZA.(JCS4),Herramienta electrica,Herramienta electrica,,JCS4.webp,
123702,123702,JGO.MACH Y DADOS 60PZA. (123702),Herramienta manual,Herramienta manual,,123702.webp,
SH15,SH15,"JGO.SUJETADOR HULE 15"" (SH15)",Herramienta manual,Herramienta manual,"15""",SH15.webp,
SH21,SH21,"JGO.SUJETADOR HULE 21"" (SH21)",Herramienta manual,Herramienta manual,"21""",SH21.webp,
JSH6,JSH6,JGO.SUJETADOR HULE 6PZA (JSH6),Herramienta manual,Herramienta manual,,JSH6.webp,
F4400,F4400,"JUEGO 15 DADOS 1/4"" 6 PT (F4400) SURTEK",Herramienta manual,Herramienta manual,"1/4"" 1/4",F4400.webp,
ES5,ES5,JUEGO DE 5 LLAVES ESPAÑOLAS (ES5) SURTEK,Herramienta manual,Herramienta manual,,ES5.webp,
41A,41A,JUEGO DE 5 PUNTOS P/MARCAR URREA (41A),Herramienta manual,Herramienta manual,,41A.webp,
108140,108140,JUEGO DE ACCESORIOS NEUMATICS SURTEK (108140),Herramienta manual,Herramienta manual,,108140.webp,
2DP34,2DP34,"JUEGO DE DESTORNILLADORES 3/16""X4""(2DP34)",Herramienta manual,Herramienta manual,"3/16"" 4"" 3/16",2DP34.webp,
8100CM,8100CM,JUEGO DE LLAVES ESTRI 45ª 6 PZAS (8100CM),Herramienta manual,Herramienta manual,8100CM,8100CM.webp,
ALLFH9,ALLFH9,JUEGO DE LLAVES HEXAG. SURTEK (ALLFH9),Herramienta manual,Herramienta manual,,ALLFH9.webp,
1700CM,1700CM,JUEGO DE LLAVES OBSTRU MM 5 PZAS (1700CM),Herramienta manual,Herramienta manual,1700CM,1700CM.webp,
PFC33,PFC33,"JUEGO DE PUNTAS COMBINADO HEX. 1/4"" SURTEK (PFC33)",Herramienta manual,Herramienta manual,"1/4"" 1/4",PFC33.webp,
LUNL03,LUNL03,LAMPARA DECORATIVA LUNA SURTEK (LUNL03),Electrico e iluminacion,Electrico e iluminacion,,LUNL03.webp,
FAP40,FAP40,LAMPARA LEDALTA POTENCIA 40W(FAP40),Electrico e iluminacion,Electrico e iluminacion,,FAP40.webp,
137328,137328,LENTE MICA OBSCURA P/CARETA DE SOLDAR (137328),Soldadura y abrasivos,Equipo de soldadura,,137328.webp,
137327,137327,LENTE MICA TRANSP. P/CARETA DE SOLDAR (137327),Soldadura y abrasivos,Equipo de soldadura,,137327.webp,
137684,137684,LENTE SEGURIDAD AJUSTABLE OSCURO (137684),Seguridad (EPP),Seguridad (EPP),,137684.webp,
137326,137326,LENTE SEGURIDAD AJUSTABLE TRANSPARENTE (137326),Lamina y cubiertas,Lamina y cubiertas,,137326.webp,
137325,137325,LENTE SEGURIDAD AMBAR (137325),Seguridad (EPP),Seguridad (EPP),,137325.webp,
USL010,USL010,LENTE SEGURIDAD ECLIPSE OSCURO(USL010),Perfiles estructurales,Perfiles estructurales,,USL010.webp,
144185,144185,LENTE SEGURIDAD INDUSTRIAL AMBAR (144185),Seguridad (EPP),Seguridad (EPP),,144185.webp,
144184,144184,LENTE SEGURIDAD INDUSTRIAL OSCURO (144184),Seguridad (EPP),Seguridad (EPP),,144184.webp,
144183,144183,LENTE SEGURIDAD INDUSTRIAL TRANSPARENTE (144183),Lamina y cubiertas,Lamina y cubiertas,,144183.webp,
137324,137324,LENTE SEGURIDAD OSCURO SURTEK (137324),Seguridad (EPP),Seguridad (EPP),,137324.webp,
137323,137323,LENTE SEGURIDAD TRANSPARENTE SURTEK (137323),Lamina y cubiertas,Lamina y cubiertas,,137323.webp,
137670,137670,LENTES DE SEGURIDAD AMBAR SURTEK (137670),Seguridad (EPP),Seguridad (EPP),,137670.webp,
137699,137699,LENTES DE SEGURIDAD OSCURO SURTEK (137669),Seguridad (EPP),Seguridad (EPP),,137699.webp,
137668,137668,LENTES DE SEGURIDAD TRANSP. SURTEK (137668),Seguridad (EPP),Seguridad (EPP),,137668.webp,
LO414A,LO414A,LIJADORA ORB. 1/4  SURTEK  240 W  (LO414),Herramienta electrica,Herramienta electrica,1/4,LO414A.webp,
LO914,LO914,LIJADORA ORB. 1/4 HOJA URREA (LO914),Herramienta electrica,Herramienta electrica,1/4,LO914.webp,
120330,120330,"LIMA BASTARDA 8"" (120330) SURTEK",Herramienta manual,Herramienta manual,"8""",120330.webp,
120350,120350,"LIMA BASTARDA REDONDA 4"" SURTEK (120350)",Herramienta manual,Herramienta manual,"4""",120350.webp,
120303,120303,"LIMA MEDIA CAÑA BASTARDA 10"" SURTEK (120303)",Herramienta manual,Herramienta manual,"10""",120303.webp,
120362,120362,"LIMA MUSA REDONDA 10"" SURTEK (120362)",Herramienta manual,Herramienta manual,"10""",120362.webp,
LIMA120363,LIMA120363,"LIMA MUSA REDONDA 12"" SURTEK (120363)",Herramienta manual,Herramienta manual,"12""",LIMA120363.webp,
120360,120360,"LIMA MUSA REDONDA 6"" SURTEK (120360)",Herramienta manual,Herramienta manual,"6""",120360.webp,
120361,120361,"LIMA MUSA REDONDA 8"" SURTEK (120361)",Herramienta manual,Herramienta manual,"8""",120361.webp,
120335,120335,"LIMA PLANA BASTARDA 14"" (120335)",Herramienta manual,Herramienta manual,"14""",120335.webp,
120331,120331,"LIMA PLANA BASTARDA 6"" (120331)",Herramienta manual,Herramienta manual,"6""",120331.webp,
LI-120332,LI-120332,"LIMA PLANA BASTARDA 8"" (120332)",Herramienta manual,Herramienta manual,"8""",LI-120332.webp,
120341,120341,"LIMA PLANA MUZA 6"" (120341)",Herramienta manual,Herramienta manual,"6""",120341.webp,
120354,120354,"LIMA REDONDA BASTARDA 12"" (120354)",Herramienta manual,Herramienta manual,"12""",120354.webp,
LI-120378,LI-120378,"LIMA TRIANGULAR 8"" (120378)",Herramienta manual,Herramienta manual,"8""",LI-120378.webp,
120370,120370,"LIMA TRIANGULAR U/PES 6"" (120370)",Herramienta manual,Herramienta manual,"6""",120370.webp,
LA32AA,LA32AA,LINTERNA LED ANT.IMP. BAT. AA  (LA32AA),Eléctrico e iluminación,POR CLASIFICAR,,LA32AA.webp,
LTU40S,LTU40S,LINTERNA LED T/SLIM RECA 400LM,Eléctrico e iluminación,POR CLASIFICAR,,LTU40S.webp,
LRCF4,LRCF4,LINTERNA RECARGABLE FOY 110V  (LRCF4),Herramienta manual,Herramienta manual,,LRCF4.webp,
72,72,LLAVE ARTI. DBLE 1X1-1/16 (72),Herramienta manual,Herramienta manual,1X1 1/16,72.webp,
1238B,1238B,LLAVE COMB. FOSF. 1-3/16 URREA (1238B),Herramienta manual,Herramienta manual,3/16,1238B.webp,
123509,123509,"MACHUELO 1/4"" -28NF SURTEK (123509)",Herramienta manual,Herramienta manual,"1/4"" 1/4",123509.webp,
123508,123508,"MACHUELO 1/4"" X 20NC SURTEK (123508)",Herramienta manual,Herramienta manual,"1/4"" 1/4",123508.webp,
123504,123504,"MACHUELO 3/16"" X 24NS SURTEK (123504)",Herramienta manual,Herramienta manual,"3/16"" 3/16",123504.webp,
123505,123505,"MACHUELO 3/16"" X 32NS SURTEK (123505)",Herramienta manual,Herramienta manual,"3/16"" 3/16",123505.webp,
123512,123512,MACHUELO 3/8 -16NC SURTEK (123512),Herramienta manual,Herramienta manual,3/8,123512.webp,
123510,123510,MACHUELO 5/16 -18NC SURTEK (123510),Herramienta manual,Herramienta manual,5/16,123510.webp,
123502,123502,"MACHUELO 5/32"" X 32NS SURTEK (123502)",Herramienta manual,Herramienta manual,"5/32"" 5/32",123502.webp,
MACHURREA3-16,MACHURREA3/16,"MACHUELO URREA 3/16"" URREA 24NS",Herramienta manual,Herramienta manual,"3/16"" 3/16",MACHURREA3-16.webp,
124408,124408,MANDIL DE CARNAZA LARGO SURTEK (124408),Seguridad (EPP),Seguridad (EPP),,124408.webp,
137659,137659,MANDIL DE MEZCLILLA SURTEK (137659),Seguridad (EPP),Seguridad (EPP),,137659.webp,
MANDRIL,MANDRIL,"MANDRIL DE 1 1/4"" A 6"" SURTEK (120756)",Herramienta manual,POR CLASIFICAR,"1 1/4"" 6"" 1/4",MANDRIL.webp,
MANDRIL3-8,MANDRIL3/8,MANDRIL GUIA SURTEK 3/8 (120755),Herramienta manual,POR CLASIFICAR,3/8,MANDRIL3-8.webp,
123900,123900,"MANERAL AJUSTABLE 1/16"" A 1/4"" SURTEK (123900)",Herramienta manual,POR CLASIFICAR,"1/16"" 1/4"" 1/16 1/4",123900.webp,
137651,137651,MANGAS DE CARNAZA SURTEK (137651),Seguridad (EPP),POR CLASIFICAR,,137651.webp,
137658,137658,MANGAS DE MEZCLILLA SURTEK (137658),Seguridad (EPP),POR CLASIFICAR,,137658.webp,
108146,108146,MANGUERA BAJA PRESION 10 MT SURTEK (108146),Tubería y conexiones,POR CLASIFICAR,10 MT,108146.webp,
MAR2LB141890,MAR2LB141890,MARRO C/MANGO 2 LB FOY (141890),Herramienta manual,Herramienta manual,,MAR2LB141890.webp,
MAR3LB141891,MAR3LB141891,MARRO C/MANGO 3 LB FOY (141891),Herramienta manual,Herramienta manual,,MAR3LB141891.webp,
MAR4LB141892,MAR4LB141892,MARRO C/MANGO 4 LB FOY (141892),Herramienta manual,Herramienta manual,,MAR4LB141892.webp,
MARR2,MARR2,MARRO OCTAGONAL 2 LB SURTEK (MARR2),Herramienta manual,Herramienta manual,,MARR2.webp,
MARR3,MARR3,MARRO OCTAGONAL 3 LB SURTEK (MARR3),Herramienta manual,Herramienta manual,,MARR3.webp,
MARTB141832,MARTB141832,MARTILLO DE BOLA 16 OZ FOY (141832),Herramienta manual,Herramienta manual,,MARTB141832.webp,
MARTB141833,MARTB141833,MARTILLO DE BOLA 24 OZ FOY (141833),Herramienta manual,Herramienta manual,,MARTB141833.webp,
MARTB141834,MARTB141834,MARTILLO DE BOLA 32 OZ FOY (141834),Herramienta manual,Herramienta manual,,MARTB141834.webp,
MART141816,MART141816,MARTILLO DE UÑA CURVA 16OZ FOY (141816),Herramienta manual,Herramienta manual,,MART141816.webp,
137352,137352,MASCARILLA RESPIRADOR 2 FILTROS SURTEK (RESM2),Seguridad (EPP),Seguridad (EPP),,137352.webp,
137351,137351,MASCARILLA RESPIRADOR SURTEK (137351),Seguridad (EPP),Seguridad (EPP),,137351.webp,
137827,137827,MENSULA DE ACERO 10 X 16 BLANCO SURTEK (137827),Herrajes,Soporte y mensula,10 X 16,137827.webp,
137821,137821,MENSULA DE ACERO 10 X 16 GRIS SURTEK (137821),Herrajes,Soporte y mensula,10 X 16,137821.webp,
137824,137824,MENSULA DE ACERO 10 X 16 NEGRA SURTEK (137824),Herrajes,Soporte y mensula,10 X 16,137824.webp,
137795,137795,MENSULA DE ACERO 12X14 BLANCO SURTEK(137795),Herrajes,Soporte y mensula,12X14,137795.webp,
137791,137791,MENSULA DE ACERO 5X6 BLANCO SURTEK (137791),Herrajes,Soporte y mensula,5X6,137791.webp,
137798,137798,MENSULA DE ACERO 6 X 8 NEGRA SURTEK (137798),Herrajes,Soporte y mensula,6 X 8,137798.webp,
137799,137799,MENSULA DE ACERO 8 X 10 NEGRA SURTEK (137799),Herrajes,Soporte y mensula,8 X 10,137799.webp,
137826,137826,MENSULA DE ACERO 8 X 12 BLANCO SURTEK (137826),Herrajes,Soporte y mensula,8 X 12,137826.webp,
137820,137820,MENSULA DE ACERO 8 X 12 GRIS SURTEK (137820),Herrajes,Soporte y mensula,8 X 12,137820.webp,
137823,137823,MENSULA DE ACERO 8 X 12 NEGRA SURTEK (137823),Herrajes,Soporte y mensula,8 X 12,137823.webp,
137793,137793,MENSULA DE ACERO 8X10 BLANCO SURTEK (137793),Herrajes,Soporte y mensula,8X10,137793.webp,
PPG4,PPG4,MINI PISTOLA DE GRAVEDAD SURTEK (PPG4),Herramienta manual,Herramienta manual,,PPG4.webp,
CA218,CA218,"MT.CABLE DE ACERO 7 X 19 1/4"" (CA218)",Izaje y maniobra,Izaje y maniobra,"19 1/4"" 7 X 19 1/4",CA218.webp,
CA214,CA214,"MT.CABLE DE ACERO 7 X 19 1/8"" (CA214)",Izaje y maniobra,Izaje y maniobra,"19 1/8"" 7 X 19 1/8",CA214.webp,
CA216,CA216,"MT.CABLE DE ACERO 7 X 19 3/16"" (CA216)",Izaje y maniobra,Izaje y maniobra,"19 3/16"" 7 X 19 3/16",CA216.webp,
CAP218,CAP218,"MT.CABLE DE ACERO PVC 7X19 1/4"" (CAP218)",Izaje y maniobra,Izaje y maniobra,"19 1/4"" 7X19 1/4",CAP218.webp,
CAP214,CAP214,"MT.CABLE DE ACERO PVC 7X19 1/8"" (CAP214)",Izaje y maniobra,Izaje y maniobra,"19 1/8"" 7X19 1/8",CAP214.webp,
CAP216,CAP216,"MT.CABLE DE ACERO PVC 7X19 3/16"" (CAP216)",Izaje y maniobra,Izaje y maniobra,"19 3/16"" 7X19 3/16",CAP216.webp,
CUEP6,CUEP6,"MT.CABLE PLASTICO POLIETILENO 1/4""(CUEP6)",Electrico e iluminacion,Electrico e iluminacion,"1/4"" 1/4",CUEP6.webp,
CABPLAS10,CABPLAS10,"MT.CABLE PLASTICO POLIETILENO 3/8""(138203)",Electrico e iluminacion,Electrico e iluminacion,"3/8"" 3/8",CABPLAS10.webp,
CABPLAS8,CABPLAS8,MT.CABLE PLASTICO POLIETILENO 5/16''(138202),Electrico e iluminacion,Electrico e iluminacion,5/16,CABPLAS8.webp,
150851,150851,"MT.CADENA GALV. 1/4"" SURTEK (150851)","Alambre, malla y cercas",POR CLASIFICAR,"1/4"" 1/4",150851.webp,
150847,150847,"MT.CADENA GALV. 1/8"" SURTEK  (150847)","Alambre, malla y cercas",POR CLASIFICAR,"1/8"" 1/8",150847.webp,
150850,150850,"MT.CADENA GALV. 3/16"" SURTEK (150850)","Alambre, malla y cercas",POR CLASIFICAR,"3/16"" 3/16",150850.webp,
143422,143422,"MTS. CADENA PLASTICA 1/4"" NARANJA FOY (143422)","Alambre, malla y cercas",POR CLASIFICAR,"1/4"" 1/4",143422.webp,
138102,138102,MTS. TELA MOSQUITERA ALUM. 1.20 SURTEK (138102)30M,"Alambre, malla y cercas",POR CLASIFICAR,30M,138102.webp,
108105,108105,"NIPLE MACHO 1/4"" SURTEK (108105)",Tuberia y conexiones,Tuberia y conexiones,"1/4"" 1/4",108105.webp,
122101,122101,"NIVEL DE ALUM. 12"" (122101)",Herramienta manual,Herramienta manual,"12""",122101.webp,
NIV122102,NIV122102,"NIVEL DE ALUM. 14"" (122102)",Herramienta manual,Herramienta manual,"14""",NIV122102.webp,
NIV122104,NIV122104,"NIVEL DE ALUM. 24"" (122104)",Herramienta manual,Herramienta manual,"24""",NIV122104.webp,
122110,122110,"NIVEL MAGNETICO 9"" SURTEK (122110)",Herramienta manual,Herramienta manual,"9""",122110.webp,
PETEK5G,PETEK5G,PEGAMENTO ADHESIVO TEKBOND 5G (51014),Pintura y quimicos,Pintura y quimicos,,PETEK5G.webp,
PER140432,PER140432,"PERICO 12"" FOY (140432)","Herrería, forja y herrajes",POR CLASIFICAR,"12""",PER140432.webp,
PER3,PER3,"PERRO HIERRO MALEABLE 1/4"" (PER3) SURTEK",Herramienta manual,POR CLASIFICAR,"1/4"" 1/4",PER3.webp,
PER1,PER1,"PERRO HIERRO MALEABLE 1/8"" (PER1) SURTEK",Herramienta manual,POR CLASIFICAR,"1/8"" 1/8",PER1.webp,
PER2,PER2,"PERRO HIERRO MALEABLE 3/16"" (PER2) SURTEK",Herramienta manual,POR CLASIFICAR,"3/16"" 3/16",PER2.webp,
PM123,PM123,PIJA MULT 12X3 SURTEK(PM123) 100 PZ.,Tornilleria y fijacion,Tornilleria y fijacion,12X3,PM123.webp,
PM10112,PM10112,"PIJA MULT. 10X1-1/2"" SURTEK(PM10112) 100PZ.",Tornilleria y fijacion,Tornilleria y fijacion,"1/2"" 10X1 1/2",PM10112.webp,
PM102,PM102,PIJA MULT. 10X2 SURTEK (PM102) 100 PZA.,Tornilleria y fijacion,Tornilleria y fijacion,10X2,PM102.webp,
PM10212,PM10212,"PIJA MULT. 10X2-1/2"" SURTEK(PM10212) 100PZ.",Tornilleria y fijacion,Tornilleria y fijacion,"1/2"" 10X2 1/2",PM10212.webp,
PM103,PM103,PIJA MULT. 10X3 SURTEK (PM103) 100 PZ.,Tornilleria y fijacion,Tornilleria y fijacion,10X3,PM103.webp,
PM122,PM122,PIJA MULT. 12X2 SURTEK (PM122) 100 PZ.,Tornilleria y fijacion,Tornilleria y fijacion,12X2,PM122.webp,
PM124,PM124,PIJA MULT. 12X4 SURTEK (PM124) 100PZA.,Tornilleria y fijacion,Tornilleria y fijacion,12X4,PM124.webp,
PM61,PM61,PIJA MULT. 6X1 SURTEK (PM61)100PZ.,Tornilleria y fijacion,Tornilleria y fijacion,6X1,PM61.webp,
PM612,PM612,"PIJA MULT. 6X1/2"" SURTEK (PM612) 100PZ.",Tornilleria y fijacion,Tornilleria y fijacion,"1/2"" 6X1 1/2",PM612.webp,
PM6114,PM6114,"PIJA MULT. 6X1-1/4"" SURTEK(PM6114)",Tornilleria y fijacion,Tornilleria y fijacion,"1/4"" 6X1 1/4",PM6114.webp,
PMC61,PMC61,PIJA MULT. CERR. 6X1 SURTEK  (PMC61) 100 PZ.,Tornilleria y fijacion,Tornilleria y fijacion,6X1,PMC61.webp,
PMC6112,PMC6112,PIJA MULT. CERR. 6X1-1/2 SURTEK (PMC6112) 100PZ.,Tornilleria y fijacion,Tornilleria y fijacion,6X1 1/2,PMC6112.webp,
PMC634,PMC634,PIJA MULT. CERR. 6X3/4 SURTEK(PMC634) 100PZ.,Tornilleria y fijacion,Tornilleria y fijacion,6X3 3/4,PMC634.webp,
MN1300,MN1300,PILA ALCALINA DURACEL D 2PZA.(MN1300),Eléctrico e iluminación,POR CLASIFICAR,,MN1300.webp,
AES413,AES413,PINTURA AEROSOL 400ML AMAR LIM,Pintura y quimicos,Pintura y quimicos,,AES413.webp,
AES416,AES416,PINTURA AEROSOL 400ML NARANJA(AES416),Pintura y quimicos,Pintura y quimicos,,AES416.webp,
PFR6190,PFR6190,PINZA ANILLOS EXTERNOS 90º SURTEK (PFR6190),Herramienta manual,Herramienta manual,,PFR6190.webp,
PFR6090,PFR6090,PINZA ANILLOS INTERNOS 90º SURTEK (PFR6090),Herramienta manual,Herramienta manual,,PFR6090.webp,
PIN115089,PIN115089,"PINZA DE  PRESION TIPO ""C"" (115089)",Herramienta manual,Herramienta manual,,PIN115089.webp,
PIN115086,PIN115086,"PINZA DE PRESION HOJALATERO 8"" (115086)",Herramienta manual,Herramienta manual,"8""",PIN115086.webp,
PIN115087,PIN115087,"PINZA DE PRESION P/SOLD.9""(115087)",Herramienta manual,Herramienta manual,"9""",PIN115087.webp,
PINPFP10,PINPFP10,"PINZA DE PRESION RECTA 10"" SURTEK (PFP10)",Herramienta manual,Herramienta manual,"10""",PINPFP10.webp,
PIN-977,PIN-977,"PINZA ELECTRICISTA 7"" SURTEK (977)",Herramienta manual,Herramienta manual,"7""",PIN-977.webp,
142038,142038,"PINZA ELECTRICISTA 8"" SURTEK (142038)",Herramienta manual,Herramienta manual,"8""",142038.webp,
PM8,PM8,"PINZA MECANICO SURTEK 8"" (PM8)",Herramienta manual,Herramienta manual,"8""",PM8.webp,
997,997,PINZA PELACABLE 8-22 AWG AUTO(997),Herramienta manual,Herramienta manual,,997.webp,
142069,142069,"PINZA PRESION 10"" RECTA (142069) SURTEK",Herramienta manual,Herramienta manual,"10""",142069.webp,
293R,293R,"PINZA PRESION 10"" RECTA (293R) URREA",Herramienta manual,Herramienta manual,"10""",293R.webp,
115058,115058,"PINZA PRESION 9"" NARIZ LGA (115058)",Herramienta manual,Herramienta manual,"9""",115058.webp,
PIS108002,PIS108002,PISTOLA BAJA PRESION SURTEK (108002),Herramienta manual,Herramienta manual,,PIS108002.webp,
PIS108005,PIS108005,PISTOLA BAJA PRESION SURTEK (108005),Herramienta manual,Herramienta manual,,PIS108005.webp,
PPB1,PPB1,PISTOLA BAJA PRESION SURTEK (PPB1),Herramienta manual,Herramienta manual,,PPB1.webp,
PPB2,PPB2,PISTOLA BAJA PRESION SURTEK (PPB2),Herramienta manual,Herramienta manual,,PPB2.webp,
PISPSF3,PISPSF3,PISTOLA CALAFAT TIPO ESQUEL (PSF3),Herramienta manual,Herramienta manual,,PISPSF3.webp,
PSF4,PSF4,PISTOLA CALAFATEADORA REF. SURTEK (PSF4),Herramienta manual,Herramienta manual,,PSF4.webp,
PPG3,PPG3,PISTOLA DE GRAV. ALUMINIO SURTEK (PPG3),Herramienta manual,Herramienta manual,,PPG3.webp,
108006,108006,PISTOLA DE GRAV. PLAST. SURTEK (108006),Herramienta manual,Herramienta manual,,108006.webp,
PPG1,PPG1,PISTOLA DE GRAV. PLAST. SURTEK (PPG1),Herramienta manual,Herramienta manual,,PPG1.webp,
PPG2,PPG2,PISTOLA DE GRAV. PLAST. SURTEK (PPG2),Herramienta manual,Herramienta manual,,PPG2.webp,
PPG13,PPG13,PISTOLA DE GRAV. PLAST. SURTEK 600 ML (PPG13),Herramienta manual,Herramienta manual,,PPG13.webp,
POLAC2A,POLAC2A,POLIPASTO INDUSTRIAL DE 1 TN SURTEK (POLAC2A),Tuberia y conexiones,Tuberia y conexiones,,POLAC2A.webp,
118003,118003,PORTA ELECTRODO 300 AMP SURTEK (118003)(PEL3S),Soldadura y abrasivos,Soldadura (consumibles),,118003.webp,
118002,118002,PORTA ELECTRODO 500 AMP SURTEK (118002)(PEL5S),Soldadura y abrasivos,Soldadura (consumibles),,118002.webp,
ESQ25,ESQ25,POSICIONADOR MAGNETICO 12 KGS. (ESQ25),Soldadura (consumibles),POR CLASIFICAR,,ESQ25.webp,
PM22-70KGS,PM22.70KGS,POSICIONADOR MAGNETICO 22.70 KGS.(123281),Soldadura (consumibles),POR CLASIFICAR,,PM22-70KGS.webp,
ESQ75,ESQ75,POSICIONADOR MAGNETICO 34 KGS (ESQ75),Soldadura (consumibles),POR CLASIFICAR,,ESQ75.webp,
PM34KG123282,PM34KG123282,POSICIONADOR MAGNETICO 34 KGS.(123282),Soldadura (consumibles),POR CLASIFICAR,,PM34KG123282.webp,
ESQ100,ESQ100,POSICIONADOR MAGNETICO 45 KGS (ESQ100),Soldadura (consumibles),POR CLASIFICAR,,ESQ100.webp,
107096,107096,"PRENSA PLAST. BARRA 6""(107096)",Herramienta manual,Herramienta manual,"6""",107096.webp,
107098,107098,"PRENSA PLASTICA BARRA 24""(107098)",Herramienta manual,Herramienta manual,"24""",107098.webp,
