cod,nom,foto,medida_raw,medida_px,factor,lado_destino,estado,detalle
"TAPLAP/TUBO1""","TAPON PLASTICO P/TUBO 1""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TAPLAP-TUBO1-1785348670459.webp,"1""",1.0,0.7071,494,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TAPLAP-TUBO1-1785348670459.webp
"TAPLAP/TUBO2""","TAPON PLASTICO P/TUBO 2""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TAPLAP-TUBO2-1785348723284.webp,"2""",2.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TAPLAP-TUBO2-1785348723284.webp
"TAPLAP/TUBO3/4""","TAPON PLASTICO P/TUBO 3/4""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TAPLAP-TUBO3-4-1785348730473.webp,"3/4"" 3/4",0.75,0.6124,428,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TAPLAP-TUBO3-4-1785348730473.webp
"TAPLAP/TUBO1""1/2","TAPON PLASTICO P/TUBO 1"" 1/2",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TAPLAP-TUBO1-1-2-1785348698338.webp,"1"" 1/2",1.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TAPLAP-TUBO1-1-2-1785348698338.webp
TAPLAP/TUBO1 1/4,"TAPON PLASTICO P/TUBO 1"" 1/4",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TAPLAP-TUBO1-1-4-1785348711593.webp,"1"" 1/4",1.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TAPLAP-TUBO1-1-4-1785348711593.webp
TASBOL25,"TAPON SIN BOLA 1"" (TSB1)",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TASBOL25-1785361837679.webp,"1""",1.0,0.5,350,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TASBOL25-1785361837679.webp
TASBOL50,"TAPON SIN BOLA 2"" (TSB2)",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TASBOL50-1785361872320.webp,"2""",2.0,0.7071,494,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TASBOL50-1785361872320.webp
TASBOL75,"TAPON SIN BOLA 3"" (TSB3)",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TASBOL75-1785361879100.webp,"3""",3.0,0.866,606,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TASBOL75-1785361879100.webp
TASBOL100,"TAPON SIN BOLA 4"" (TSB4)",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TASBOL100-1785361884492.webp,"4""",4.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TASBOL100-1785361884492.webp
TASBOL38,"TAPON SIN BOLA 1"" 1/2 (TSB1-1/2)",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TASBOL38-1785361846000.webp,"1"" 1/2",1.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TASBOL38-1785361846000.webp
TASBOL32,"TAPON SIN BOLA 1"" 1/4 (TSB1-1/4)",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TASBOL32-1785361860733.webp,"1"" 1/4",1.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TASBOL32-1785361860733.webp
TEES38,"TEE SOLDABLE P/TUBO 1 1/2""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TEES38-1785362004568.webp,"1 1/2"" 1/2",1.0,0.5774,404,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TEES38-1785362004568.webp
TEES32,"TEE SOLDABLE P/TUBO 1 1/4""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TEES32-1785362014782.webp,"1 1/4"" 1/4",1.0,0.5774,404,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TEES32-1785362014782.webp
TEES25,"TEE SOLDABLE P/TUBO 1""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TEES25-1785362021814.webp,"1""",1.0,0.5774,404,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TEES25-1785362021814.webp
TEES50,"TEE SOLDABLE P/TUBO 2""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TEES50-1785362028857.webp,"2""",2.0,0.8165,571,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TEES50-1785362028857.webp
TEES75,"TEE SOLDABLE P/TUBO 3""",https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TEES75-1785362039570.webp,"3""",3.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/TEES75-1785362039570.webp
CAND16932,CANDADO DEXTER ANTIPALANCA 70 MM (16932),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND16932-1785364400273.webp,70 MM,2.7559055118110236,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND16932-1785364400273.webp
CAND16934,CANDADO DEXTER ANTIPALANCA 70 MM (16934),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND16934-1785364461099.webp,70 MM,2.7559055118110236,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND16934-1785364461099.webp
CAND6932,CANDADO DEXTER DE ACERO 50MM (6932),CAND6932.webp,50MM,1.968503937007874,0.8771,613,ok,Guardado con lado_destino=613px (factor=0.8771)
CAND6943,CANDADO DEXTER DE ACERO 65MM (6943),CAND6943.webp,65MM,2.5590551181102366,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
CAND6930,CANDADO DEXTER LAMINADO 40 MM (6930),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6930-1785364821194.webp,40 MM,1.5748031496062993,0.9428,659,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6930-1785364821194.webp
CAND6931,CANDADO DEXTER LAMINADO 45 MM (6931),CAND6931.webp,45 MM,1.7716535433070868,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
CAND6947,CANDADO DEXTER LAMINADO CONTRA AGUA (6947),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6947-1785364855354.webp,,6947.0,0.9999,699,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6947-1785364855354.webp
CAND6948,CANDADO DEXTER LAMINADO CONTRA AGUA (6948),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6948-1785364862261.webp,,6948.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6948-1785364862261.webp
CAND6935,CANDADO DEXTER LATON (6935),CAND6935.webp,,6935.0,0.9995,699,ok,Guardado con lado_destino=699px (factor=0.9995)
CAND6937,CANDADO DEXTER LATON (6937),CAND6937.webp,,6937.0,0.9996,699,ok,Guardado con lado_destino=699px (factor=0.9996)
CAND6940,CANDADO DEXTER LATON (6940),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6940-1785364922138.webp,,6940.0,0.9999,699,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6940-1785364922138.webp
CAND6941,CANDADO DEXTER LATON (6941),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6941-1785364952657.webp,,6941.0,0.9999,699,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6941-1785364952657.webp
CAND6942,CANDADO DEXTER LATON (6942),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6942-1785364958621.webp,,6942.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6942-1785364958621.webp
CAND6936,CANDADO DEXTER LATON 30MM (6936),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6936-1785365016685.webp,30MM,1.1811023622047245,0.013,150,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6936-1785365016685.webp
CAND6318,CANDADO DEXTER M. DE COMBINACION (6318),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6318-1785365057000.webp,,6318.0,0.9999,699,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6318-1785365057000.webp
CAND6319,CANDADO DEXTER M. DE COMBINACION (6319),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6319-1785365063285.webp,,6319.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6319-1785365063285.webp
CAND6910,CANDADO DEXTER METALICO 25 MM GL(6910),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6910-1785365115189.webp,25 MM,0.984251968503937,0.7071,494,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6910-1785365115189.webp
CAND6915,CANDADO DEXTER METALICO 25 MM GL(6915),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6915-1785365152687.webp,25 MM,0.984251968503937,0.7071,494,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6915-1785365152687.webp
CAND6911,CANDADO DEXTER METALICO 30 MM GL(6911),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6911-1785365201021.webp,30 MM,1.1811023622047245,0.7746,542,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6911-1785365201021.webp
CAND6916,CANDADO DEXTER METALICO 30 MM GL(6916),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6916-1785365193371.webp,30 MM,1.1811023622047245,0.7746,542,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6916-1785365193371.webp
CAND6918,CANDADO DEXTER METALICO 50 MM GL (6918),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6918-1785365371107.webp,50 MM,1.968503937007874,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6918-1785365371107.webp
CAND6912,CANDADO DEXTER METALICO 40 MM (6912),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6912-1785365327759.webp,40 MM,1.5748031496062993,0.8165,571,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6912-1785365327759.webp
CAND6917,CANDADO DEXTER METALICO 40MM (6917),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6917-1785365354591.webp,40MM,1.5748031496062993,0.8165,571,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6917-1785365354591.webp
CAND6913,CANDADO DEXTER METALICO 50 MM  (6913),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6913-1785365364522.webp,50 MM,1.968503937007874,0.9129,639,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6913-1785365364522.webp
CAND6914,CANDADO DEXTER METALICO 60MM (6914),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6914-1785365394066.webp,60MM,2.362204724409449,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6914-1785365394066.webp
CAND6919,CANDADO DEXTER METALICO 60MM (6919),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6919-1785365416100.webp,60MM,2.362204724409449,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND6919-1785365416100.webp
CAND16944,CANDADO DEXTER NIQUEL SAT.40MM(16944),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND16944-1785365504340.webp,40MM,1.5748031496062993,0.8944,626,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND16944-1785365504340.webp
CAND16945,CANDADO DEXTER NIQUEL SAT.50MM(16945),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND16945-1785365592134.webp,50MM,1.968503937007874,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CAND16945-1785365592134.webp
CERD6492,CERRADURA DEXTER P/MUEBLE CAÑON CHICO (6492),CERD6492.webp,,6492.0,0.9999,699,ok,Guardado con lado_destino=699px (factor=0.9999)
CERD6493,CERRADURA DEXTER P/MUEBLE CAÑON CHICO (6493),CERD6493.webp,,6493.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
CERD6338,CERROJO DOBLE CILINDRO L/ANTIGUO (6338),CERD6338.webp,,6338.0,0.9702,679,ok,Guardado con lado_destino=679px (factor=0.9702)
CERD6733,CERROJO DOBLE CILINDRO L/ANTIGUO (6733),CERD6733.webp,,6733.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
CERD6336,CERROJO DOBLE CILINDRO L/BRILLANTE (6336),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CERD6336-1785367000325.webp,,6336.0,0.9703,679,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CERD6336-1785367000325.webp
CERD6630,CERROJO DOBLE CILINDRO L/BRILLANTE (6630),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CERD6630-1785367040101.webp,,6630.0,0.9925,694,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CERD6630-1785367040101.webp
CERD6730,CERROJO DOBLE CILINDRO L/BRILLANTE (6730),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CERD6730-1785367082466.webp,,6730.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CERD6730-1785367082466.webp
CERD6337,CERROJO DOBLE CILINDRO NIQUEL SATINADO (6337),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CERD6337-1785367114182.webp,,6337.0,0.9702,679,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CERD6337-1785367114182.webp
CERD6732,CERROJO DOBLE CILINDRO NIQUEL SATINADO (6732),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CERD6732-1785367179117.webp,,6732.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CERD6732-1785367179117.webp
CHA6817REC,CHAPA DEXTER 6817 PERILLA BARZA  C/LLAVE,https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHA6817REC-1785367320381.webp,,6817.0,0.9994,699,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHA6817REC-1785367320381.webp
CHA6825REC,CHAPA DEXTER 6825 PERILLA BARZA C/LLAVE,CHA6825REC.webp,,6825.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
CHAD5838,CHAPA DEXTER 800 DERECHA (5838),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD5838-1785369953476.webp,,5838.0,0.9273,649,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD5838-1785369953476.webp
CHA800DD,CHAPA DEXTER 800 DERECHA(6770),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHA800DD-1785369941108.webp,,6770.0,0.9986,699,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHA800DD-1785369941108.webp
CHAD5834,CHAPA DEXTER 900 DERECHA (5834),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD5834-1785369917962.webp,,5834.0,0.927,648,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD5834-1785369917962.webp
CHAD6789,CHAPA DEXTER 900 DERECHA (6789),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6789-1785369913668.webp,,6789.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6789-1785369913668.webp
CHAD5839,CHAPA DEXTER 800 IZQUIERDA (5839),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD5839-1785369949441.webp,,5839.0,0.9273,649,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD5839-1785369949441.webp
CHA800DI,CHAPA DEXTER 800 IZQUIERDA (6771),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHA800DI-1785369936546.webp,,6771.0,0.9986,699,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHA800DI-1785369936546.webp
CHAD5835,CHAPA DEXTER 900 IZQUIERDA (5835),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD5835-1785369909148.webp,,5835.0,0.927,648,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD5835-1785369909148.webp
CHAD6790,CHAPA DEXTER 900 IZQUIERDA (6790),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6790-1785369903723.webp,,6790.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD6790-1785369903723.webp
CHAD5802,CHAPA DEXTER DE BULONES IFI (5802),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD5802-1785369853526.webp,,5802.0,0.9998,699,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD5802-1785369853526.webp
CHAD5804,CHAPA DEXTER DE BULONES IFI (5804),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD5804-1785369829138.webp,,5804.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD5804-1785369829138.webp
CHA6748,CHAPA DEXTER DE GATILLO DALTON  NS 6748,https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHA6748-1785369134011.webp,,6748.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHA6748-1785369134011.webp
CHA6303,CHAPA DEXTER DE GATILLO DALTON NS 6303,https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHA6303-1785369196215.webp,,6303.0,0.9665,676,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHA6303-1785369196215.webp
CHAD5818,CHAPA DEXTER MANIJA L/ANTIGUO (5818),https://qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD5818-1785370200677.webp,,5818.0,0.9349,654,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/https:/qdlezhfcnwsygtosieme.supabase.co/storage/v1/object/public/fotos/CHAD5818-1785370200677.webp
