cod,nom,foto,medida_raw,medida_px,factor,lado_destino,estado,detalle
"BROIRW1""","BROCA P/FO. 1"" C/ZANCO DE 1/2"" IRWIN(018694)",BROIRW1.webp,"1"" 1/2"" 1/2",1.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
"BROIRW3/4""","BROCA P/FO. 3/4"" C/ZANCO DE 1/2"" IRWIN(012166)",BROIRW3-4.webp,"3/4"" 1/2"" 3/4 1/2",0.75,0.866,606,ok,Guardado con lado_destino=606px (factor=0.866)
"BROIRW5/8""","BROCA P/FO. 5/8"" C/ZANCO DE 1/2"" IRWIN(012163)",BROIRW5-8.webp,"5/8"" 1/2"" 5/8 1/2",0.625,0.7906,553,ok,Guardado con lado_destino=553px (factor=0.7906)
"BROIRW7/8""","BROCA P/FO. 7/8"" C/ZANCO DE 1/2"" IRWIN",BROIRW7-8.webp,"7/8"" 1/2"" 7/8 1/2",0.875,0.9354,654,ok,Guardado con lado_destino=654px (factor=0.9354)
"BROIRW1/16""","BROCA P/FO. 1/16"" IRWIN (012742)",BROIRW1-16.webp,"1/16"" 1/16",0.0625,0.3162,221,ok,Guardado con lado_destino=221px (factor=0.3162)
"BROIRW1/2""","BROCA P/FO. 1/2"" IRWIN (012801)",BROIRW1-2.webp,"1/2"" 1/2",0.5,0.8944,626,ok,Guardado con lado_destino=626px (factor=0.8944)
BROIRW1/4,"BROCA P/FO. 1/4"" IRWIN(012790)",BROIRW1-4.webp,"1/4"" 1/4",0.25,0.6325,442,ok,Guardado con lado_destino=442px (factor=0.6325)
"BROIRW1/8""","BROCA P/FO. 1/8"" IRWIN(012754)",BROIRW1-8.webp,"1/8"" 1/8",0.125,0.4472,313,ok,Guardado con lado_destino=313px (factor=0.4472)
"BROIRW11/32""","BROCA P/FO. 11/32"" IRWIN (012932)",BROIRW11-32.webp,"11/32"" 11/32",0.34375,0.7416,519,ok,Guardado con lado_destino=519px (factor=0.7416)
"BROIRW11/64""","BROCA P/FO. 11/64"" IRWIN (012774)",BROIRW11-64.webp,"11/64"" 11/64",0.171875,0.5244,367,ok,Guardado con lado_destino=367px (factor=0.5244)
"BROIRW13/64""","BROCA P/FO. 13/64"" IRWIN (012777)",BROIRW13-64.webp,"13/64"" 13/64",0.203125,0.5701,399,ok,Guardado con lado_destino=399px (factor=0.5701)
"BROIRW15/64""","BROCA P/FO. 15/64"" IRWIN (012789)",BROIRW15-64.webp,"15/64"" 15/64",0.234375,0.6124,428,ok,Guardado con lado_destino=428px (factor=0.6124)
"BROIRW17/64""","BROCA P/FO. 17/64"" IRWIN (012930)",BROIRW17-64.webp,"17/64"" 17/64",0.265625,0.6519,456,ok,Guardado con lado_destino=456px (factor=0.6519)
"BROIRW19/64""","BROCA P/FO. 19/64"" IRWIN (012793)",BROIRW19-64.webp,"19/64"" 19/64",0.296875,0.6892,482,ok,Guardado con lado_destino=482px (factor=0.6892)
BROIRW21/64,"BROCA P/FO. 21/64""IRWIN (012931)",BROIRW21-64.webp,"21/64"" 21/64",0.328125,0.7246,507,ok,Guardado con lado_destino=507px (factor=0.7246)
BROIRW27/64,"BROCA P/FO. 27/64"" IRWIN (012131)",BROIRW27-64.webp,"27/64"" 27/64",0.421875,0.8216,575,ok,Guardado con lado_destino=575px (factor=0.8216)
"BROIRW3/16""","BROCA P/FO. 3/16"" IRWIN(012776)",BROIRW3-16.webp,"3/16"" 3/16",0.1875,0.5477,383,ok,Guardado con lado_destino=383px (factor=0.5477)
"BROIRW3/32""","BROCA P/FO. 3/32"" IRWIN (012746)",BROIRW3-32.webp,"3/32"" 3/32",0.09375,0.3873,271,ok,Guardado con lado_destino=271px (factor=0.3873)
"BROIRW3/64""","BROCA P/FO. 3/64"" IRWIN (012130)",BROIRW3-64.webp,"3/64"" 3/64",0.046875,0.2739,191,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/BROIRW3-64.webp
"BROIRW3/8""","BROCA P/FO. 3/8"" IRWIN (012797)",BROIRW3-8.webp,"3/8"" 3/8",0.375,0.7746,542,ok,Guardado con lado_destino=542px (factor=0.7746)
"BROIRW5/16""","BROCA P/FO. 5/16"" IRWIN(012796)",BROIRW5-16.webp,"5/16"" 5/16",0.3125,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
"BROIRW5/32""","BROCA P/FO. 5/32"" IRWIN(012773)",BROIRW5-32.webp,"5/32"" 5/32",0.15625,0.5,350,ok,Guardado con lado_destino=350px (factor=0.5)
"BROIRW5/64""","BROCA P/FO. 5/64"" IRWIN (018539)",BROIRW5-64.webp,"5/64"" 5/64",0.078125,0.3536,247,ok,Guardado con lado_destino=247px (factor=0.3536)
BROIRW5/8,"BROCA P/FO. 5/8"" IRWIN (034018)",BROIRW5-8-1.webp,"5/8"" 5/8",0.625,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
"BROIRW7/16""","BROCA P/FO. 7/16"" IRWIN (012798)",BROIRW7-16.webp,"7/16"" 7/16",0.4375,0.8367,585,ok,Guardado con lado_destino=585px (factor=0.8367)
"BROIRW7/32""","BROCA P/FO. 7/32"" IRWIN (012788)",BROIRW7-32.webp,"7/32"" 7/32",0.21875,0.5916,414,ok,Guardado con lado_destino=414px (factor=0.5916)
"BROIRW7/64""","BROCA P/FO. 7/64"" IRWIN (012747)",BROIRW7-64.webp,"7/64"" 7/64",0.109375,0.4183,292,ok,Guardado con lado_destino=292px (factor=0.4183)
"BROIRW9/32""","BROCA P/FO. 9/32"" IRWIN (014000)",BROIRW9-32.webp,"9/32"" 9/32",0.28125,0.6708,469,ok,Guardado con lado_destino=469px (factor=0.6708)
"BROIRW9/64""","BROCA P/FO. 9/64"" IRWIN(012756)",BROIRW9-64.webp,"9/64"" 9/64",0.140625,0.4743,332,ok,Guardado con lado_destino=332px (factor=0.4743)
BROCIRW1/2,BROCA P/FO. COBALTO 1/2¨ IRWIN(050585),BROCIRW1-2.webp,1/2,0.5,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
BROCIRW1/4,BROCA P/FO. COBALTO 1/4¨ IRWIN,BROCIRW1-4.webp,1/4,0.25,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
BROCIRW1/8,BROCA P/FO. COBALTO 1/8¨ IRWIN,BROCIRW1-8.webp,1/8,0.125,0.5,350,ok,Guardado con lado_destino=350px (factor=0.5)
BROCIRW3/16,BROCA P/FO. COBALTO 3/16¨ IRWIN,BROCIRW3-16.webp,3/16,0.1875,0.6124,428,ok,Guardado con lado_destino=428px (factor=0.6124)
BROCIRW3/8,BROCA P/FO. COBALTO 3/8¨ IRWIN,BROCIRW3-8.webp,3/8,0.375,0.866,606,ok,Guardado con lado_destino=606px (factor=0.866)
BROCIRW5/16,BROCA P/FO. COBALTO 5/16¨ IRWIN,BROCIRW5-16.webp,5/16,0.3125,0.7906,553,ok,Guardado con lado_destino=553px (factor=0.7906)
BROCA19/64,"BROCA P/FO. DE 19/64"" IRWIN",BROCA19-64.webp,"19/64"" 19/64",0.296875,0.8718,610,ok,Guardado con lado_destino=610px (factor=0.8718)
BROCA25/64,"BROCA P/FO. DE 25/64"" IRWIN",BROCA25-64.webp,"25/64"" 25/64",0.390625,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
BROCON1/2X12D24446,"BROCA PARA CONCRETO   MAK 1/2"" X 12"" D24446",BROCON1-2X12D24446.webp,"1/2"" 12"" 1/2",12.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
BROCON1/2X6D24430,"BROCA PARA CONCRETO   MAK 1/2"" X 6"" D24430",BROCON1-2X6D24430.webp,"1/2"" 6"" 1/2",6.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
BROCON3/8X6D24402,"BROCA PARA CONCRETO   MAK 3/8"" X 6"" D24402",BROCON3-8X6D24402.webp,"3/8"" 6"" 3/8",6.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
BROCON5/16X12D24393,"BROCA PARA CONCRETO   MAK 5/16"" X 12"" D24393",BROCON5-16X12D24393.webp,"5/16"" 12"" 5/16",12.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
BROCON1/4X6D24365,"BROCA PARA CONCRETO  MAK  1/4"" X 6"" D24365",BROCON1-4X6D24365.webp,"1/4"" 6"" 1/4",6.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
BROCON3/8X12D24418,"BROCA PARA CONCRETO  MAK  3/8"" X 12"" D24418",BROCON3-8X12D24418.webp,"3/8"" 12"" 3/8",12.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
BROCON1/4X 12D24371,"BROCA PARA CONCRETO  MAK 1/4"" X 12""D24371",BROCON1-4X-12D24371.webp,"1/4"" 12"" 1/4",12.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
BROCON5/16X6D24387,"BROCA PARA CONCRETO  MAK 5/16"" X 6"" D24387",BROCON5-16X6D24387.webp,"5/16"" 6"" 5/16",6.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
BROCON1/4X4D24359,"BROCA PARA CONCRETO MAK   1/4"" X 4"" D24359",BROCON1-4X4D24359.webp,"1/4"" 4"" 1/4",4.0,0.5774,404,ok,Guardado con lado_destino=404px (factor=0.5774)
BROCON1/2X6D00963,"BROCA PARA CONCRETO   SDS MAK 1/2""X 6"" 1/4"" D00963",BROCON1-2X6D00963.webp,"1/2"" 6"" 1/4"" 1/2 1/4",6.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
BROCON1/4X4D00860,"BROCA PARA CONCRETO   SDS MAK 1/4""X 4"" 1/2"" D00860",BROCON1-4X4D00860.webp,"1/4"" 4"" 1/2"" 1/4 1/2",4.0,0.5774,404,ok,Guardado con lado_destino=404px (factor=0.5774)
BROCON3/4X12D01046,"BROCA PARA CONCRETO   SDS MAK 3/4""X 12"" D01046",BROCON3-4X12D01046.webp,"3/4"" 12"" 3/4",12.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
BROCON3/16X6D00832,"BROCA PARA CONCRETO   SDS MAK 3/16""X 6"" 1/4 D00832",BROCON3-16X6D00832.webp,"3/16"" 6"" 3/16 1/4",6.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
BROCON3/8X12D000935,"BROCA PARA CONCRETO   SDS MAK 3/8""X 12"" 1/8 D00935",BROCON3-8X12D000935.webp,"3/8"" 12"" 3/8 1/8",12.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
BROCON9/16X6D00985,"BROCA PARA CONCRETO   SDS MAK 9/16""X 6"" 1/2 D00985",BROCON9-16X6D00985.webp,"9/16"" 6"" 9/16 1/2",6.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
BROCON1/4X6D008876,"BROCA PARA CONCRETO SDS MAK  1/4"" X 6"" 1/4 D00876",BROCON1-4X6D008876.webp,"1/4"" 6"" 1/4",6.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
BROCON3/8X6D000929,"BROCA PARA CONCRETO   SDS MAK 3/8""X ""6 1/4 D00929",BROCON3-8X6D000929.webp,"3/8"" 3/8 1/4",0.375,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
BROCON5/16X6D00907,"BROCA PARA CONCRETO   SDS MAK 5/16""X ""6 1/4 D00907",BROCON5-16X6D00907.webp,"5/16"" 5/16 1/4",0.3125,0.9129,639,ok,Guardado con lado_destino=639px (factor=0.9129)
32135,BROQUERO DE 1/2 C/LLAVE HITOOLS(032135),32135.webp,1/2,0.5,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
32136,BROQUERO DE 3/8 C/LLAVE HITOOLS(032136),32136.webp,3/8,0.375,0.866,606,ok,Guardado con lado_destino=606px (factor=0.866)
CINAIS3M-013000,"CINTA AISLAR TEMFLEX 3.4"" X 18 M (3M)(013000)",CINAIS3M-013000.webp,"4"" 18 M 3M",18.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
CINAIS3M,"CINTA AISLAR TEMFLEX 3.4"" X 18 M (3M)(143451)",CINAIS3M.webp,"4"" 18 M 3M",18.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
CINTRA032211,CINTA EMPACAR TRANSP. 48MMX150M HITOOLS (032211),CINTRA032211.webp,150M,150.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
CINTRA032212,CINTA EMPACAR TRANSP. 72MMX150M HITOOLS (032212),CINTRA032212.webp,150M,150.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
CINPEN10CM,CINTA TAPAGOTERAS PENNSYL. 10 CM. (021202),CINPEN10CM.webp,10 CM,10.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
CINPEN5CM,CINTA TAPAGOTERAS PENNSYL. 5 CM.,CINPEN5CM.webp,5 CM,5.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
DFANDG4041/2,"DISCO LAMINADO FANDELI GRANO 40 4 1/2""(046063)",DFANDG4041-2.webp,"4 1/2"" 1/2",4.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
64814,"DISCO LAMINADO FANDELI GRANO 40 4 1/2""(64814)",64814.webp,"4 1/2"" 1/2",4.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
DFANDG6041/2,"DISCO LAMINADO FANDELI GRANO 60 4 1/2""(046064)",DFANDG6041-2.webp,"4 1/2"" 1/2",4.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
DFANDG8041/2,"DISCO LAMINADO FANDELI GRANO 80 4 1/2""(046065)",DFANDG8041-2.webp,"4 1/2"" 1/2",4.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
DA60P,DISCO PFERD A60 4 1/2 ACERO INOX.(004642),DA60P.webp,1/2,0.5,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
DA60I,DISCO PFERD A60 4 1/2 ACERO INOX.(020733),DA60I.webp,1/2,0.5,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
DG40PFERC41/2,"DISCO PFERD GRANO 40 4 1/2"" POLIFAN (031785)",DG40PFERC41-2.webp,"4 1/2"" 1/2",4.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
DG60PFER41/2,"DISCO PFERD GRANO 60 4 1/2""POLIFAN (031628)",DG60PFER41-2.webp,"4 1/2"" 1/2",4.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
DG80PFER41/2,"DISCO PFERD GRANO 80 4 1/2"" POLIFAN (034338)",DG80PFER41-2.webp,"4 1/2"" 1/2",4.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
33610,JGO. RIEL CAJON TELESC. 25CM  3601  (33610),33610.webp,25CM,25.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
33611,JGO. RIEL CAJON TELESC. 30 CM 3602 (033611),33611.webp,30 CM,30.0,0.7746,542,ok,Guardado con lado_destino=542px (factor=0.7746)
15377,JGO. RIEL CAJON TELESC. 35 CM 3603  (015377),15377.webp,35 CM,35.0,0.8367,585,ok,Guardado con lado_destino=585px (factor=0.8367)
14512,JGO. RIEL CAJON TELESC. 40 CM 3604 (014512),14512.webp,40 CM,40.0,0.8944,626,ok,Guardado con lado_destino=626px (factor=0.8944)
15378,JGO. RIEL CAJON TELESC. 45 CM 3605  (015378),15378.webp,45 CM,45.0,0.9487,664,ok,Guardado con lado_destino=664px (factor=0.9487)
15379,JGO. RIEL CAJON TELESC. 50 CM 3606 (015379),15379.webp,50 CM,50.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
MANDRIL21836,"MANDRIL P/CORTACIRCULOS 1 1/4"" A 6"" MAK. (21836)",MANDRIL21836.webp,"1 1/4"" 6"" 1/4",6.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
MANDRIL21820,"MANDRIL P/CORTACIRCULOS 9/16"" A 1 1/8"" MAK.(21820)",MANDRIL21820.webp,"9/16"" 1 1/8"" 9/16 1/8",1.0,0.4082,285,ok,Guardado con lado_destino=285px (factor=0.4082)
1905649,"PINZA ELECTRICISTA 8"" IRWIN (1905649)",1905649.webp,"8""",8.0,0.9428,659,ok,Guardado con lado_destino=659px (factor=0.9428)
1905650,"PINZA ELECTRICISTA 9"" IRWIN (1905650)",1905650.webp,"9""",9.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
2934,"PORTA CANDADO GALVANIZADO 2 1/2"" (002934)",2934.webp,"2 1/2"" 1/2",2.0,0.8165,571,ok,Guardado con lado_destino=571px (factor=0.8165)
2936,"PORTA CANDADO GALVANIZADO 3"" (002936)",2936.webp,"3""",3.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
"RUEPLA2""","RUEDA GIRATORIA PLANA 2"" ROJA HITOOLS (004532)",RUEPLA2.webp,"2""",2.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
"RUEPLA3""","RUEDA GIRATORIA PLANA 3"" ROJA HITOOLS (004533)",RUEPLA3.webp,"3""",3.0,0.866,606,ok,Guardado con lado_destino=606px (factor=0.866)
"RUEPLA4""","RUEDA GIRATORIA PLANA 4"" ROJA HITOOLS(004534)",RUEPLA4.webp,"4""",4.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
"RUEDIA6""-5090","RUEDA PARA DIABLO BAL-D 6"" (005090)",RUEDIA6-5090.webp,"6""",6.0,0.7746,542,ok,Guardado con lado_destino=542px (factor=0.7746)
"RUEDIA8""-5092","RUEDA PARA DIABLO BAL-D 8"" (005092)",RUEDIA8-5092.webp,"8""",8.0,0.8944,626,ok,Guardado con lado_destino=626px (factor=0.8944)
"RUEDIA10""-5093","RUEDA PARA DIABLO BAL-D10"" ( 005093 )",RUEDIA10-5093.webp,"10""",10.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
"SEGL8""-10DPP",SEGUETA LENOX (10DPP 810R),SEGL8-10DPP.webp,,810.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
"SEGL6""-24DPP",SEGUETA LENOX (24DPP 624R),SEGL6-24DPP.webp,,624.0,0.8777,614,ok,Guardado con lado_destino=614px (factor=0.8777)
"SEGLE6""","SEGUETA LENOX 6"" (18DPP 618R)",SEGLE6.webp,"6""",6.0,0.0861,150,ok,Guardado con lado_destino=150px (factor=0.0861)
"SEGL8""-18DPP","SEGUETA LENOX 8"" (18DPP 818R)",SEGL8-18DPP.webp,"8""",8.0,0.0994,150,ok,Guardado con lado_destino=150px (factor=0.0994)
"SICOL1""","SIERRA CORTACIRCULOS BIMETAL 1"" (16L-30016)",SICOL1.webp,"1""",1.0,0.5774,404,ok,Guardado con lado_destino=404px (factor=0.5774)
"SICOL2""","SIERRA CORTACIRCULOS BIMETAL 2"" (32L-30032)",SICOL2.webp,"2""",2.0,0.8165,571,ok,Guardado con lado_destino=571px (factor=0.8165)
"SICOL3""","SIERRA CORTACIRCULOS BIMETAL 3"" (48L 30048)",SICOL3.webp,"3""",3.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
"SICOL7/8""","SIERRA CORTACIRCULOS BIMETAL 7/8"" (14L 30014 )",SICOL7-8.webp,"7/8"" 7/8",0.875,0.5401,378,ok,Guardado con lado_destino=378px (factor=0.5401)
"SICOL1""1/2","SIERRA CORTACIRCULOS BIMETAL 1""1/2 (24L- 30024)",SICOL1-1-2.webp,"1"" 1/2",1.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
"SICOL1""1/4","SIERRA CORTACIRCULOS BIMETAL 1""1/4 (20L- 30020)",SICOL1-1-4.webp,"1"" 1/4",1.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
"SICOL1""1/8","SIERRA CORTACIRCULOS BIMETAL 1""1/8 (18L- 30018)",SICOL1-1-8.webp,"1"" 1/8",1.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
"SICOL1""3/4","SIERRA CORTACIRCULOS BIMETAL 1""3/4 (28L- 30028)",SICOL1-3-4.webp,"1"" 3/4",1.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
"SICOL1""3/8","SIERRA CORTACIRCULOS BIMETAL 1""3/8 (22L- 30022)",SICOL1-3-8.webp,"1"" 3/8",1.0,0.7071,494,ok,Guardado con lado_destino=494px (factor=0.7071)
"SICOL2""1/2","SIERRA CORTACIRCULOS BIMETAL 2""1/2 (40L- 30040)",SICOL2-1-2.webp,"2"" 1/2",2.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
"SICOL2""1/8","SIERRA CORTACIRCULOS BIMETAL 2""1/8 (34L- 30034 )",SICOL2-1-8.webp,"2"" 1/8",2.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
CGN5,"CANASTA O PIÑA GRIEGA No.5 P/ 5/8""",CGN5.webp,"5/8"" 5/8",0.625,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
CGN6,"CANASTA O PIÑA GRIEGA NO.6 P/ 5/8""",CGN6.webp,"5/8"" 5/8",0.625,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
CGN7,"CANASTA O PIÑA GRIEGA NO.7 P/5/8""",CGN7.webp,"5/8"" 5/8",0.625,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
CHSOL2,"CHAPETON SOL NO.2 (3"")",CHSOL2.webp,"3""",3.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
CHSOL3,"CHAPETON SOL NO.3 (3""3/16)",CHSOL3.webp,"3"" 3/16",3.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
CUCF13,"CUELLO CUADRADO FORJADO 1/2""",CUCF13.webp,"1/2"" 1/2",0.5,0.8944,626,ok,Guardado con lado_destino=626px (factor=0.8944)
CUCF16,"CUELLO CUADRADO FORJADO 5/8""",CUCF16.webp,"5/8"" 5/8",0.625,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
E1P25,"ESFERA 1 PERF. 1""",E1P25.webp,"1""",1.0,0.5774,404,ok,Guardado con lado_destino=404px (factor=0.5774)
E1P50,"ESFERA 1 PERF. 2""",E1P50.webp,"2""",2.0,0.8165,571,ok,Guardado con lado_destino=571px (factor=0.8165)
E1P75,"ESFERA 1 PERF. 3""",E1P75.webp,"3""",3.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
E1P19,"ESFERA 1 PERF. 3/4""",E1P19.webp,"3/4"" 3/4",0.75,0.5,350,ok,Guardado con lado_destino=350px (factor=0.5)
E2P38,"ESFERA 2 PERF. 1 1/2""",E2P38.webp,"1 1/2"" 1/2",1.0,0.5774,404,ok,Guardado con lado_destino=404px (factor=0.5774)
E2P50,"ESFERA 2 PERF. 2""",E2P50.webp,"2""",2.0,0.8165,571,ok,Guardado con lado_destino=571px (factor=0.8165)
FIG-C15M,FIGURA DE CUAD. MART. C-15M,FIG-C15M.webp,15M,15.0,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
FIG-C3M,FIGURA DE CUAD. MART. C-3M,FIG-C3M.webp,3M,3.0,0.4472,313,ok,Guardado con lado_destino=313px (factor=0.4472)
FIG-C7M,FIGURA DE CUAD. MART. C-7M,FIG-C7M.webp,7M,7.0,0.6831,478,ok,Guardado con lado_destino=478px (factor=0.6831)
FIG-B5,"FIGURA DE CUADRADO 1/2"" B-5",FIG-B5.webp,"1/2"" 1/2",0.5,0.5,350,ok,Guardado con lado_destino=350px (factor=0.5)
FIG-B7,"FIGURA DE CUADRADO 1/2"" B-7",FIG-B7.webp,"1/2"" 1/2",0.5,0.5,350,ok,Guardado con lado_destino=350px (factor=0.5)
FIGB-2,FIGURA DE CUADRADO B-2,FIGB-2.webp,,2.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/FIGB-2.webp
FIG-C1,"FIGURA DE CUADRADO 1/2"" C-1",FIG-C1.webp,"1/2"" 1/2",0.5,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
FIG-C10,"FIGURA DE CUADRADO 1/2"" C-10",FIG-C10.webp,"1/2"" 1/2",0.5,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
FIG-C11,"FIGURA DE CUADRADO 1/2"" C-11",FIG-C11.webp,"1/2"" 1/2",0.5,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/FIG-C11.webp
FIG-C14,"FIGURA DE CUADRADO 1/2"" C-14",FIG-C14.webp,"1/2"" 1/2",0.5,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/FIG-C14.webp
FIG-C15,"FIGURA DE CUADRADO 1/2"" C-15",FIG-C15.webp,"1/2"" 1/2",0.5,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/FIG-C15.webp
FIG-C16,"FIGURA DE CUADRADO 1/2"" C-16",FIG-C16.webp,"1/2"" 1/2",0.5,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/FIG-C16.webp
FIG-C5,"FIGURA DE CUADRADO 1/2"" C-5",FIG-C5.webp,"1/2"" 1/2",0.5,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/FIG-C5.webp
FIG-C7,"FIGURA DE CUADRADO 1/2"" C-7",FIG-C7.webp,"1/2"" 1/2",0.5,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
FIG-C8,"FIGURA DE CUADRADO 1/2"" C-8",FIG-C8.webp,"1/2"" 1/2",0.5,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/FIG-C8.webp
FIG-C9,"FIGURA DE CUADRADO 1/2"" C-9",FIG-C9.webp,"1/2"" 1/2",0.5,1.0,700,ok,Guardado con lado_destino=700px (factor=1.0)
FIGSOLA1,"FIGURA DE SOLERA ""A"" (1) 20 X 8.0 CMS.",FIGSOLA1.webp,20 X 8.0,20.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/FIGSOLA1.webp
FIGSOLA,"FIGURA DE SOLERA ""A"" 20 X 8.0 CMS.",FIGSOLA.webp,20 X 8.0,20.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/FIGSOLA.webp
FIGSOLS1,"FIGURA DE SOLERA ""S"" (1) 31 X 8.0 CMS.",FIGSOLS1.webp,31 X 8.0,31.0,0.7249,507,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/FIGSOLS1.webp
FIGSOLS,"FIGURA DE SOLERA ""S"" 59 X 8.0 CMS.",FIGSOLS.webp,59 X 8.0,59.0,1.0,700,skip,Foto no encontrada: /home/rodrigo/Documentos/ProyectosVisual/Catalogo_Digital_Aceros_Pe-ascal/catalogo-web/fotos/FIGSOLS.webp
