"﻿""proveedor""",codigo,descripcion,categoria,tipo,medidas
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",HROSA,HOJA DE ROSA,Herramienta manual,Herramienta manual,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",HVIÑA,HOJA DE VIÑA,Herramienta manual,Herramienta manual,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",HJULIETA,HOJA JULIETA,Herramienta manual,Herramienta manual,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",JARRONCH,JARRON CHICO 16.4 X 11.50 CM,"Herrería, forja y herrajes",POR CLASIFICAR,16.4 X 11.50 11.50 CM
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",JARRON,JARRON GDE.35X 24.50 CM.,"Herrería, forja y herrajes",POR CLASIFICAR,35X 24.50 24.50 CM
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",JINLAM,JINETE DE LAMINA (FORJA),Lamina y cubiertas,Lamina y cubiertas,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",LUCH,LUNA CHICA,"Herrería, forja y herrajes",Figura ornamental,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",LUGD,LUNA GRANDE,"Herrería, forja y herrajes",Figura ornamental,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",MACET,MACETERO,"Herrería, forja y herrajes",POR CLASIFICAR,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",MAGN,MAGNOLIA (DE FORJA),POR CLASIFICAR,POR CLASIFICAR,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",MANNEG,MANZANA,"Herrería, forja y herrajes",POR CLASIFICAR,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",MARI,MARIPOSA,"Herrería, forja y herrajes",Figura ornamental,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",MODC1,MODULO CONTEMPORANEO NO 1,Electrico e iluminacion,Electrico e iluminacion,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",MODC15,MODULO CONTEMPORANEO NO 15,Electrico e iluminacion,Electrico e iluminacion,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",MODC2,MODULO CONTEMPORANEO NO 2,Electrico e iluminacion,Electrico e iluminacion,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",MODC3,MODULO CONTEMPORANEO NO 3,Electrico e iluminacion,Electrico e iluminacion,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",MODULO15,MODULO NO.15,Electrico e iluminacion,Electrico e iluminacion,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",MODULO16,MODULO NO.16,Electrico e iluminacion,Electrico e iluminacion,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",MODULO25,MODULO NO.25,Electrico e iluminacion,Electrico e iluminacion,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",MODULO27,MODULO NO.27,Electrico e iluminacion,Electrico e iluminacion,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",MODULO28,MODULO NO.28,Electrico e iluminacion,Electrico e iluminacion,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",MODULO29,MODULO NO.29,Electrico e iluminacion,Electrico e iluminacion,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",MODULO30,MODULO NO.30,Electrico e iluminacion,Electrico e iluminacion,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",MODULO5,MODULO NO.5,Electrico e iluminacion,Electrico e iluminacion,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",NIDO,NIDO DE AVES,"Herrería, forja y herrajes",POR CLASIFICAR,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PALCH,PALMA CHICA,"Herrería, forja y herrajes",POR CLASIFICAR,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PALG,PALMA GRANDE,"Herrería, forja y herrajes",POR CLASIFICAR,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PANT01,PANTALLA NO. 01 DE 1.22 X .61 CAL. 14,Seguridad (EPP),Seguridad (EPP),CAL. 14
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PANT011.22,PANTALLA NO. 01 DE 2.44 X 1.22 CAL. 14,Seguridad (EPP),Seguridad (EPP),CAL. 14 2.44 X 1.22
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PANT02,PANTALLA NO. 02 DE 1.22 X .61 CAL. 14,Seguridad (EPP),Seguridad (EPP),CAL. 14
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PANT021.22,PANTALLA NO. 02 DE 2.44 X 1.22 CAL.14,Seguridad (EPP),Seguridad (EPP),CAL.14 2.44 X 1.22
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PANT03,PANTALLA NO. 03 DE 1.22 X .61 CAL. 14,Seguridad (EPP),Seguridad (EPP),CAL. 14
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PANT04,PANTALLA NO. 04 DE 1.22 X .61 CAL. 14,Seguridad (EPP),Seguridad (EPP),CAL. 14
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PANT041.22,PANTALLA NO. 04 DE 2.44 X 1.22 CAL.14,Seguridad (EPP),Seguridad (EPP),CAL.14 2.44 X 1.22
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PANT05,PANTALLA NO. 05 DE 1.22 X .61 CAL. 14,Seguridad (EPP),Seguridad (EPP),CAL. 14
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PANT051.22,PANTALLA NO. 05 DE 2.44 X 1.22 CAL. 14,Seguridad (EPP),Seguridad (EPP),CAL. 14 2.44 X 1.22
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PANT06,PANTALLA NO. 06 DE 1.22 X .61 CAL. 14,Seguridad (EPP),Seguridad (EPP),CAL. 14
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PANT061.22,PANTALLA NO. 06 DE 2.44 X 1.22 CAL. 14,Seguridad (EPP),Seguridad (EPP),CAL. 14 2.44 X 1.22
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PANT08,PANTALLA NO. 08 DE 1.22 X .61 CAL.14,Seguridad (EPP),Seguridad (EPP),CAL.14
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PANT081.22,PANTALLA NO. 08 DE 2.44 X 1.22 CAL. 14,Seguridad (EPP),Seguridad (EPP),CAL. 14 2.44 X 1.22
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PANT09,PANTALLA NO. 09 DE 1.22 X .61 CAL.14,Seguridad (EPP),Seguridad (EPP),CAL.14
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PANT091.22,PANTALLA NO. 09 DE 2.44 X 1.22 CAL.14,Seguridad (EPP),Seguridad (EPP),CAL.14 2.44 X 1.22
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PANT10,PANTALLA NO. 10 DE 1.22 X .61 CAL.14,Seguridad (EPP),Seguridad (EPP),CAL.14
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PANT101.22,PANTALLA NO. 10 DE 2.44 X 1.22 CAL. 14,Seguridad (EPP),Seguridad (EPP),CAL. 14 2.44 X 1.22
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PASBRO,PASADOR BROCHE,Herrajes,Herraje de puerta,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V","PASR12""","PASADOR RUSTICO 12"" DE RED 1/2""(FORJA)",Herrajes,Herraje de puerta,"12"" 1/2"" 1/2"
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PELDAÑOCG,PELDAÑO (CARACOL) GALVANIZADO,"Herrería, forja y herrajes",Figura ornamental,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PELDAÑO,PELDAÑO (CARACOL) NEGRO,"Herrería, forja y herrajes",Figura ornamental,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PELDAÑOE,PELDAÑO (ESCALON) NEGRO,"Herrería, forja y herrajes",POR CLASIFICAR,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PERVENT,PERICO PARA VENTANA,"Herrería, forja y herrajes",POR CLASIFICAR,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PLACAB,PLACA DE BIENVENIDA,Acero (barra y placa),Acero (barra y placa),
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PLA4,PLATO 5 5/8 HONDO,"Herrería, forja y herrajes",POR CLASIFICAR,5/8
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PLA5,"PLATO 5 5/8"" EXTENDIDO","Herrería, forja y herrajes",POR CLASIFICAR,"5 5/8"" 5/8"
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PLAB9,"PLATO BASE 6""","Herrería, forja y herrajes",POR CLASIFICAR,"6"""
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PLAB13,"PLATO BASE PLANA 2"" (N0.13)",Herramienta manual,Herramienta manual,"2"""
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PLAB12,"PLATO BASE PLANO 1"" 1/2","Herrería, forja y herrajes",POR CLASIFICAR,"1"" 1/2"
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PLA1,PLATO CHICO,"Herrería, forja y herrajes",POR CLASIFICAR,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PLA3,PLATO GRANDE,"Herrería, forja y herrajes",POR CLASIFICAR,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PLA2,PLATO MEDIANO,"Herrería, forja y herrajes",POR CLASIFICAR,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PLA6,"PLATO NUM.6 DE 4"" 1/2","Herrería, forja y herrajes",POR CLASIFICAR,"4"" 1/2"
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PVBASE,PORTA VELA CON BASE,"Herrería, forja y herrajes",POR CLASIFICAR,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PVESFER,PORTA VELA CON ESFERA,Forja artistica,Figura ornamental,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PUNBARL,"PUNTA BARROCO LAMINADO P/CUA.1/2""",Lamina y cubiertas,Lamina y cubiertas,"1/2"" 1/2"
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",PUNORIEN,PUNTA ORIENTAL,Forja artistica,Figura ornamental,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",RAUVA,RACIMO DE UVAS S/HOJA,Herramienta manual,Herramienta manual,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",RECHA,REMACHE PARA CHAPETON,Tornilleria y fijacion,Tornilleria y fijacion,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",RETD,RETOÑO DERECHO,"Herrería, forja y herrajes",POR CLASIFICAR,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",RETI,RETOÑO IZQUIERDO,"Herrería, forja y herrajes",POR CLASIFICAR,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",ROSETECLI,ROSETON ECLIPSE,Perfiles estructurales,Perfiles estructurales,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",ROSETP,ROSETON PAJARO,Forja artistica,Roseta,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",ROSETSOL,ROSETON SOL,Forja artistica,Roseta,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",SOLCH,SOL CHICO,"Herrería, forja y herrajes",Figura ornamental,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",SOLG,SOL GRANDE,"Herrería, forja y herrajes",Figura ornamental,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",SOLMED,SOL MEDIANO,"Herrería, forja y herrajes",Figura ornamental,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",SOLART,SOLERA ARTISTICA,Perfiles estructurales,Perfiles estructurales,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",SOM,SOMBRERO,"Herrería, forja y herrajes",POR CLASIFICAR,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",SP6,SUPER PICO N0. 6,"Herrería, forja y herrajes","Alambre, malla y cercas",
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",SP10,SUPER PICO N0.10,"Herrería, forja y herrajes","Alambre, malla y cercas",
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",SP11,SUPER PICO N0.11,"Herrería, forja y herrajes","Alambre, malla y cercas",
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",SP12,SUPER PICO N0.12,"Herrería, forja y herrajes","Alambre, malla y cercas",
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",SP13,SUPER PICO N0.13,"Herrería, forja y herrajes","Alambre, malla y cercas",
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",SP14,SUPER PICO N0.14,"Herrería, forja y herrajes","Alambre, malla y cercas",
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",SP17,SUPER PICO N0.17,"Herrería, forja y herrajes","Alambre, malla y cercas",
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",SP3,SUPER PICO N0.3,"Herrería, forja y herrajes","Alambre, malla y cercas",
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",SP4,SUPER PICO N0.4,"Herrería, forja y herrajes","Alambre, malla y cercas",
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",SP5,SUPER PICO N0.5,"Herrería, forja y herrajes","Alambre, malla y cercas",
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",SP9,SUPER PICO N0.9,"Herrería, forja y herrajes","Alambre, malla y cercas",
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",SP7,SUPER PICOS N0.7,"Herrería, forja y herrajes","Alambre, malla y cercas",
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",SZAP25,"SUPER ZAPATO 1""","Herrería, forja y herrajes",POR CLASIFICAR,"1"""
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",SZAP32,"SUPER ZAPATO 1"" 1/4","Herrería, forja y herrajes",POR CLASIFICAR,"1"" 1/4"
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",TPG1,TIRA PARA GRAPA No. 1 DE 3MTS.,Tornilleria y fijacion,Tornilleria y fijacion,3MTS
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",TPG2,TIRA PARA GRAPA No. 2 DE 3MTS.,Tornilleria y fijacion,Tornilleria y fijacion,3MTS
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",TORO,TORO,"Herrería, forja y herrajes",POR CLASIFICAR,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",TREBSOL,TREBOL DE SOLERA,Perfiles estructurales,Perfiles estructurales,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",TUCAN,TUCAN,"Herrería, forja y herrajes",POR CLASIFICAR,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",VART13,"VARILLA ARTISTICA DE 1/2""",Acero (barra y placa),Acero (barra y placa),"1/2"" 1/2"
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",VIRGEN,VIRGEN,"Herrería, forja y herrajes",POR CLASIFICAR,
"FORJA ARTISTICA RENACIMIENTO, S.A DE C.V",VIRGENMED,VIRGEN MEDIANA 75CM X 40CM,"Herrería, forja y herrajes",POR CLASIFICAR,75CM 40CM
"FORTACERO,S.A DE C.V",PLA138X40,"PLACA DE 1/2"" DE 2.44 X 12 MTRS DE LARGO(8' X 40')",Acero (barra y placa),Acero (barra y placa),"1/2"" 2.44 X 12 1/2"
"FORTACERO,S.A DE C.V",VIGA12X4(20.9KG),"VIGA  IPR 12"" X 4"" (20.9KG/MT) A 12.20MTS",Perfiles estructurales,Perfiles estructurales,"12"" 4"" 12.20MTS"
"FORTACERO,S.A DE C.V",VIGAH4X4(19.3KG/MTS),"VIGA ""H"" 4"" X 4"" X 6.10 MTS (19.3 KG/MTS)",Perfiles estructurales,POR CLASIFICAR,"4"" 6.10 MTS"
"FORTACERO,S.A DE C.V",VIGAH6X22.4KGS.,VIGA H 6X6 DE 22.4 KG/ML A 12.20 MTS.,Perfiles estructurales,POR CLASIFICAR,6X6 12.20 MTS
"FORTACERO,S.A DE C.V",VIGA16X7(67.10KG),"VIGA IPR  16"" X 7""  (67.10KG/ MT) A  12.20  MTS.",Perfiles estructurales,Perfiles estructurales,"16"" 7"" 12.20 MTS"
"FORTACERO,S.A DE C.V",VIGA16X7(74.40KG),"VIGA IPR  16"" X 7""  (74.40KG/ MT) A  12.20  MTS.",Perfiles estructurales,Perfiles estructurales,"16"" 7"" 12.20 MTS"
"FORTACERO,S.A DE C.V",VIGA6X4(12.60KG),"VIGA IPR  6"" X 4""  (12.7KG/ MT) A  12.20  MTS.",Perfiles estructurales,Perfiles estructurales,"6"" 4"" 12.20 MTS"
"FORTACERO,S.A DE C.V",VIGA6X4(13.40KG),"VIGA IPR  6"" X 4""  (13.40KG/MT) A  12.20  MTS.",Perfiles estructurales,Perfiles estructurales,"6"" 4"" 12.20 MTS"
"FORTACERO,S.A DE C.V",VIGA6X4(17.90KG),"VIGA IPR  6"" X 4""  (17.90KG/MT) A  12.20  MTS.",Perfiles estructurales,Perfiles estructurales,"6"" 4"" 12.20 MTS"
"FORTACERO,S.A DE C.V",VIGA10X4(22K),"VIGA IPR 10"" X 4""  (22.00KG/MT) A 12.20MTS",Perfiles estructurales,Perfiles estructurales,"10"" 4"" 12.20MTS"
"FORTACERO,S.A DE C.V",VIGA10X4(25.0KG)12.2,"VIGA IPR 10"" X 4"" (25.3KG/MT) A 12.20 MTS.",Perfiles estructurales,Perfiles estructurales,"10"" 4"" 12.20 MTS"
"FORTACERO,S.A DE C.V",VIGA10(38.7KG/M),"VIGA IPR 10"" X 5 3/4"" (38.7KG/MT) A 12.20 MTS",Perfiles estructurales,Perfiles estructurales,"10"" 5 3/4"" 12.20 MTS 3/4"
"FORTACERO,S.A DE C.V",VIGA10(44.6KG/MTS),"VIGA IPR 10"" X 5 3/4"" (44.6KG/MT) A 12.20 MTS",Perfiles estructurales,Perfiles estructurales,"10"" 5 3/4"" 12.20 MTS 3/4"
"FORTACERO,S.A DE C.V",VIGA8X4-14.90A12.20,"VIGA IPR 8"" X 4"" (14.90 KG/MT) A 12.20 MTS",Perfiles estructurales,Perfiles estructurales,"8"" 4"" 12.20 MTS"
"FORTACERO,S.A DE C.V",VIGA,"VIGA IPR 8"" X 4"" (14.90 KG/MT) A 6.10 MTS",Perfiles estructurales,Perfiles estructurales,"8"" 4"" 6.10 MTS"
"FORTACERO,S.A DE C.V",VIGA8X4(19.5KG)12.20,"VIGA IPR 8"" X 4"" (19.50 KG/MT) A 12.20  MTS.",Perfiles estructurales,Perfiles estructurales,"8"" 4"" 12.20 MTS"
"FORTACERO,S.A DE C.V","VIGAIPS4""11.46K/M12.","VIGA IPS DE 4"" DE 11.46 KG/ML 12.20 MTS",Perfiles estructurales,Perfiles estructurales,"4"" 12.20 MTS"
"FORTACERO,S.A DE C.V","VIGAIPS4""11.46K/ML","VIGA IPS DE 4"" DE 11.46 KG/ML 6.10 MTS",Perfiles estructurales,Perfiles estructurales,"4"" 6.10 MTS"
GABRIEL REYES GOMEZ,ANCO,ANCLA PARA CORTINA,Tornilleria y fijacion,Tornilleria y fijacion,
GABRIEL REYES GOMEZ,APCOGR,APARATO P/CORTINA 5 MTS. GRANDE DERECHO,"Alambre, malla y cercas",POR CLASIFICAR,5 MTS
GABRIEL REYES GOMEZ,APCOGRI,APARATO P/CORTINA 5 MTS. GRANDE IZQUIERDO,"Alambre, malla y cercas",POR CLASIFICAR,5 MTS
GABRIEL REYES GOMEZ,AROCONROSAFO.CO.,ARO CON ROSA DE FO.CO,"Herrería, forja y herrajes",POR CLASIFICAR,
GABRIEL REYES GOMEZ,BIBELGIR,BIBEL GIGANTE (REYES),Herrajes,Bisagra y pivote,
GABRIEL REYES GOMEZ,BIBELJUM,BIBEL GIGANTE JUMBO (REYES),Herrajes,Bisagra y pivote,
GABRIEL REYES GOMEZ,BIMEGA,BIBEL MEDIANO GALV. (REYES),Herrajes,Bisagra y pivote,
GABRIEL REYES GOMEZ,BIMEGI,BIBEL MEGA GIGANTE (22 X 10) REYES,Herrajes,Bisagra y pivote,22 X 10
GABRIEL REYES GOMEZ,BIBELSEN,BIBEL SENCILLO GALV.,Herrajes,Bisagra y pivote,
GABRIEL REYES GOMEZ,BITA,BIBEL TAPADO (REYES),Herrajes,Bisagra y pivote,
GABRIEL REYES GOMEZ,BOMBOEMB38,"BOMBO EMB. C/BALERO 1 1/2""",POR CLASIFICAR,POR CLASIFICAR,"1 1/2"" 1/2"
GABRIEL REYES GOMEZ,BOMBOEMB25,"BOMBO EMB. C/BALERO 1""",POR CLASIFICAR,POR CLASIFICAR,"1"""
GABRIEL REYES GOMEZ,BUZONG,BUZON GRANDE (REYES),"Herrería, forja y herrajes",Herraje,
GABRIEL REYES GOMEZ,CABUME,BUZON MEDIANO REYES 27 X 22 X 8,"Herrería, forja y herrajes",Herraje,27 X 22 X 8
GABRIEL REYES GOMEZ,CABALLOFC,CABALLO FO. CO.( 550X370 MM),POR CLASIFICAR,POR CLASIFICAR,550X370 370 MM
GABRIEL REYES GOMEZ,CABTCH,CABEZA DE TORO CHICA(200MMX215MM),"Herrería, forja y herrajes",POR CLASIFICAR,215MM
GABRIEL REYES GOMEZ,CATOGRA,CABEZA DE TORO GRANDE FO.CO.,"Herrería, forja y herrajes",POR CLASIFICAR,
GABRIEL REYES GOMEZ,VENADO,CABEZA DE VENADO (REYES) 28ALTX29.50 ANCH,"Herrería, forja y herrajes",POR CLASIFICAR,
GABRIEL REYES GOMEZ,BUZONR,CAJA BUZON PARA REJA,"Herrería, forja y herrajes",Herraje,
GABRIEL REYES GOMEZ,BUZONP,CAJA BUZON PARED,"Herrería, forja y herrajes",Herraje,
GABRIEL REYES GOMEZ,CALLAM,CALIBRADOR PARA LAMINA,Lamina y cubiertas,Lamina y cubiertas,
GABRIEL REYES GOMEZ,CECOCH,CENEFA COLONIAL CHICA(440X260MM)REYES,"Herrería, forja y herrajes",Figura ornamental,440X260 260MM
GABRIEL REYES GOMEZ,CHESR,CHAPETON ESTRELLA CON REMACHE (REYES),Tornilleria y fijacion,Tornilleria y fijacion,
GABRIEL REYES GOMEZ,CHL25,"CHAPETON LAMINA 1""",Lamina y cubiertas,Lamina y cubiertas,"1"""
GABRIEL REYES GOMEZ,CHL38,"CHAPETON LAMINA 1""1/2",Lamina y cubiertas,Lamina y cubiertas,"1"" 1/2"
GABRIEL REYES GOMEZ,CHL32,"CHAPETON LAMINA 1""1/4",Lamina y cubiertas,Lamina y cubiertas,"1"" 1/4"
GABRIEL REYES GOMEZ,CHL13,"CHAPETON LAMINA 1/2""",Lamina y cubiertas,Lamina y cubiertas,"1/2"" 1/2"
GABRIEL REYES GOMEZ,CHL50,"CHAPETON LAMINA 2""",Lamina y cubiertas,Lamina y cubiertas,"2"""
GABRIEL REYES GOMEZ,CHL64,"CHAPETON LAMINA 2"" 1/2",Lamina y cubiertas,Lamina y cubiertas,"2"" 1/2"
GABRIEL REYES GOMEZ,CHL75,"CHAPETON LAMINA 3""",Lamina y cubiertas,Lamina y cubiertas,"3"""
GABRIEL REYES GOMEZ,CHL19,"CHAPETON LAMINA 3/4""",Lamina y cubiertas,Lamina y cubiertas,"3/4"" 3/4"
GABRIEL REYES GOMEZ,CHL100,"CHAPETON LAMINA 4""",Lamina y cubiertas,Lamina y cubiertas,"4"""
GABRIEL REYES GOMEZ,CHL150,"CHAPETON LAMINA 6""",Lamina y cubiertas,Lamina y cubiertas,"6"""
GABRIEL REYES GOMEZ,CHALA1M51MM,CHAPETON LATON 1 MOLD. 51 MM,Seguridad (EPP),Seguridad (EPP),51 MM
GABRIEL REYES GOMEZ,CHALA1M89MM,CHAPETON LATON 1 MOLD. 89 MM (NUM4),Seguridad (EPP),Seguridad (EPP),89 MM
GABRIEL REYES GOMEZ,CHALA2M39MM,CHAPETON LATON 2 MOLD. 39 MM,Seguridad (EPP),Seguridad (EPP),39 MM
GABRIEL REYES GOMEZ,CHALA2M46MM,CHAPETON LATON 2 MOLD. 46 MM,Seguridad (EPP),Seguridad (EPP),46 MM
GABRIEL REYES GOMEZ,CHALA2M51MM,CHAPETON LATON 2 MOLD. 51 MM,Seguridad (EPP),Seguridad (EPP),51 MM
GABRIEL REYES GOMEZ,CHALA2M71MM,CHAPETON LATON 2 MOLD. 71 MM,Seguridad (EPP),Seguridad (EPP),71 MM
GABRIEL REYES GOMEZ,CHALACHL39MM,CHAPETON LATON CHICO LISO 39 MM,Acero (barra y placa),Acero (barra y placa),39 MM
GABRIEL REYES GOMEZ,CHAPLA88MM,CHAPETON LATON MEGA 88 MM,Seguridad (EPP),Seguridad (EPP),88 MM
GABRIEL REYES GOMEZ,ELEALUM,ELEVADOR PARA LONA ALUMINIO,"Herrería, forja y herrajes",POR CLASIFICAR,
GABRIEL REYES GOMEZ,ELEBRON,ELEVADOR PARA LONA BRONCE CHICO,"Herrería, forja y herrajes",POR CLASIFICAR,
GABRIEL REYES GOMEZ,ELBRONGRA,ELEVADOR PARA LONA BRONCE GRANDE,"Herrería, forja y herrajes",POR CLASIFICAR,
GABRIEL REYES GOMEZ,ESLALUMCEN,ESLABON ALUMINIO CENTRAL,"Herrería, forja y herrajes",POR CLASIFICAR,
GABRIEL REYES GOMEZ,ESLALUMIN,ESLABON ALUMINIO INICIAL,"Herrería, forja y herrajes",POR CLASIFICAR,
GABRIEL REYES GOMEZ,ESLALUMTER,ESLABON ALUMINIO TERMINAL,"Herrería, forja y herrajes",Barandal y pasamanos,
GABRIEL REYES GOMEZ,ESCA4,"ESQUINERO CANTONERO 4""",Herrajes,Soporte y mensula,"4"""
GABRIEL REYES GOMEZ,ESGA11/2,"ESQUINERO GALVANIZADO 1 1/2""",Herrajes,Soporte y mensula,"1 1/2"" 1/2"
GABRIEL REYES GOMEZ,ESGA1,"ESQUINERO GALVANIZADO 1""",Herrajes,Soporte y mensula,"1"""
GABRIEL REYES GOMEZ,ESGA2,"ESQUINERO GALVANIZADO 2""",Herrajes,Soporte y mensula,"2"""
GABRIEL REYES GOMEZ,ESGA3,"ESQUINERO GALVANIZADO 3""",Herrajes,Soporte y mensula,"3"""
GABRIEL REYES GOMEZ,ESGA4,"ESQUINERO GALVANIZADO 4""",Herrajes,Soporte y mensula,"4"""
GABRIEL REYES GOMEZ,FIGFCECH,FIGURA DE FO CO. ESCALERA CHICA(30X.17CM)FIFIVAQ06,Forja artistica,Figura ornamental,17CM
GABRIEL REYES GOMEZ,FIGFCA,FIGURA FO. CO. DE ALCATRAZ,Forja artistica,Figura ornamental,
GABRIEL REYES GOMEZ,FIGFCP/C16,"FIGURA FO.CO P/CUA 5/8""",Forja artistica,Figura ornamental,"5/8"" 5/8"
GABRIEL REYES GOMEZ,FLEHP5,FLEXOMETRO HIGH POWER DE 5 MT.,Herramienta manual,Herramienta manual,5 MT
GABRIEL REYES GOMEZ,FLEHP7.5,FLEXOMETRO HIGH POWER DE 7.5 MT.,Herramienta manual,Herramienta manual,7.5 MT
GABRIEL REYES GOMEZ,GARCABDOBLE,GARRUCHA P/CABLE DOBLE N0.6,Electrico e iluminacion,Electrico e iluminacion,
GABRIEL REYES GOMEZ,GARCABSENC,GARRUCHA P/CABLE SENCILLA N0.6,Electrico e iluminacion,Electrico e iluminacion,
