"﻿""proveedor""",codigo,descripcion,categoria,tipo,medidas
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CLA108506,CLAVOS P/CLAV.NEU. SURTEK 1-5/8 (108506),"Alambre, malla y cercas","Alambre, malla y cercas",5/8
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CLA108508,"CLAVOS P/CLAV.NEU. SURTEK 2"" (108508)","Alambre, malla y cercas","Alambre, malla y cercas","2"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CO84,CONCERTINA NAVAJA 4 PTA. A 8 MTS SURTEK (CO84),Herramienta manual,Herramienta manual,8 MTS
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CRSOLS,CONECTOR PARA SOLDAR (CRSOLS),Soldadura (consumibles),POR CLASIFICAR,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137601,CONO PRECAUCION SIN REFL 90CM (137601),POR CLASIFICAR,POR CLASIFICAR,90CM
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,108106,"COPLE HEMBRA 1/4"" SURTEK (108106)",Tuberia y conexiones,Tuberia y conexiones,"1/4"" 1/4"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,HS1,CORTACIRCULOS BIMETAL URREA (HS1),Herramienta manual,Herramienta manual,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,HS1-1/16,CORTACIRCULOS BIMETAL URREA (HS1-1/16),Herramienta manual,Herramienta manual,1/16
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,HS1-1/2,CORTACIRCULOS BIMETAL URREA (HS1-1/2),Herramienta manual,Herramienta manual,1/2
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,HS1-1/4,CORTACIRCULOS BIMETAL URREA (HS1-1/4),Herramienta manual,Herramienta manual,1/4
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,HS1-1/8,CORTACIRCULOS BIMETAL URREA (HS1-1/8),Herramienta manual,Herramienta manual,1/8
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,HS1-3/16,CORTACIRCULOS BIMETAL URREA (HS1-3/16),Herramienta manual,Herramienta manual,3/16
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,HS1-3/8,CORTACIRCULOS BIMETAL URREA (HS1-3/8),Herramienta manual,Herramienta manual,3/8
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,HS2-1/2,CORTACIRCULOS BIMETAL URREA (HS2-1/2),Herramienta manual,Herramienta manual,1/2
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,HS2-1/4,CORTACIRCULOS BIMETAL URREA (HS2-1/4),Herramienta manual,Herramienta manual,1/4
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,HS2-1/8,CORTACIRCULOS BIMETAL URREA (HS2-1/8),Herramienta manual,Herramienta manual,1/8
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,HS3,CORTACIRCULOS BIMETAL URREA (HS3),Herramienta manual,Herramienta manual,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,HS7/8,CORTACIRCULOS BIMETAL URREA (HS7/8),Herramienta manual,Herramienta manual,7/8
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,HS2,"CORTACIRCULOS BIMETAL URREA 2 "" (HS2)",Herramienta manual,Herramienta manual,"2 """
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CP115142,"CORTAPERNOS 24"" SURTEK (115142)",Tornilleria y fijacion,Tornilleria y fijacion,"24"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CP115144,"CORTAPERNOS 30"" SURTEK (115144)",Tornilleria y fijacion,Tornilleria y fijacion,"30"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,115143,"CORTAPERNOS 36"" SURTEK (115143)",Tornilleria y fijacion,Tornilleria y fijacion,"36"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,142636,"CUÑA P/RASPAR CON MANGO PLASTICO 5"" (142636)",Herramienta manual,POR CLASIFICAR,"5"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,143106,"CUTTER DE PLASTICO 6"" FOY (143106)",Herramienta manual,Herramienta manual,"6"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,CUTF14,"CUTTER DE PLASTICO 8"" SURTEK (CUTF14)",Herramienta manual,Herramienta manual,"8"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,S7834HL,"DADO DE IMPACTO 6 PT 1-1/16"" SURTEK (S7834HL)",Herramienta manual,Herramienta manual,"1/16"" 1/16"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,S7840HL,"DADO DE IMPACTO 6 PT 1-1/4"" SURTEK (S7840HL)",Herramienta manual,Herramienta manual,"1/4"" 1/4"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,S7826HL,"DADO DE IMPACTO 6 PT 13/16"" SURTEK (S7826HL)",Herramienta manual,Herramienta manual,"13/16"" 13/16"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,S7828HL,"DADO DE IMPACTO 6 PT 7/8"" SURTEK (S7828HL)",Herramienta manual,Herramienta manual,"7/8"" 7/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,PCJ38,"DADO MAGNETICO 3/8"" SURTEK (PCJ3/8)",Herramienta manual,Herramienta manual,"3/8"" 3/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,DG743A,"DESBROZADORA GAS 17""43CC(DG743A)",Herramienta electrica,Herramienta electrica,"17"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,D247,"DESTORNILLADOR D/CRUZ PH 3/16"" X 4"" SURTEK (D247)",Herramienta manual,Figura ornamental,"3/16"" 4"" 3/16"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,D202,"DESTORNILLADOR PLANO 3/16"" X 4"" SURTEK (D202)",Herramienta manual,POR CLASIFICAR,"3/16"" 4"" 3/16"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,121150,DOBLADORA P/TUBO HIDRAULICA 12 TON SURTEK (121150),Tuberia y conexiones,Tuberia y conexiones,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,DOBTUBO,DOBLADORA PARA TUBO HIDRAULICA 16 TON. (121151),Tuberia y conexiones,Tuberia y conexiones,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,114301,ENGRAPADORA MANUAL 4-14MM SURTEK (114301),"Herrería, forja y herrajes",POR CLASIFICAR,14MM
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,EE20,ESCALERA EXT. T/3 ALUM. 20 PELD.(EE20),Herramienta manual,POR CLASIFICAR,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,EM212,ESCALERA MULTI.T/3 ALUM. 12 PEL.(EM212),Herramienta manual,POR CLASIFICAR,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,ETT2,ESCALERA PLEGABLE T/TAB.ACER. 2 PELDAÑO (ETT2),"Herrería, forja y herrajes",POR CLASIFICAR,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,ET4,ESCALERA TIJERA 4 PELD. 1.54 MTS SURTEK (ET4),Herramienta manual,Herramienta manual,1.54 MTS
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,ET5,ESCALERA TIJERA T/3 ALUM. 5 PEL. (ET5),Herramienta manual,Herramienta manual,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,122280,ESCUADRA CANT. AC ALT. CA. 8X12(122280),Herramienta manual,Herramienta manual,8X12
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,ESCOM12-122254,"ESCUADRA COMBINADA DE 12"" (122254)",Herramienta manual,Herramienta manual,"12"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,ESCOM12,"ESCUADRA COMBINADA DE 12"" (142073)",Herramienta manual,Herramienta manual,"12"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,"ESME10""","ESCUADRA METALICA DE 10"" (122252)",Herramienta manual,Herramienta manual,"10"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,"ESME12""","ESCUADRA METALICA DE 12""  (122253)",Herramienta manual,Herramienta manual,"12"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,ESME24-122281,"ESCUADRA METALICA DE 16"" X 24"" (122281)",Herramienta manual,Herramienta manual,"16"" 24"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,ESME24,"ESCUADRA METALICA DE 16"" X 24"" (142072)",Herramienta manual,Herramienta manual,"16"" 24"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,"ESME6""","ESCUADRA METALICA DE 6"" (122250)",Herramienta manual,Herramienta manual,"6"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,"ESME8""","ESCUADRA METALICA DE 8"" (122251)",Herramienta manual,Herramienta manual,"8"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,ESME8X12,"ESCUADRA METALICA DE 8"" X 12""(142071)",Herramienta manual,Herramienta manual,"8"" 12"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,"ESMEF8""122264","ESCUADRA METALICA FALSA  DE 8"" (122264)",Herramienta manual,Herramienta manual,"8"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,ESC34,"ESLINGA OJO 3"" X 4M 3 TON. SURTEK (ESC34)",Herramienta manual,Izaje y maniobra,"3"" 4M"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,ESC36,"ESLINGA OJO 3"" X 6M SURTEK (ESC36)",Herramienta manual,Izaje y maniobra,"3"" 6M"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,EP243,"ESLINGA OJO 4"" X 3M URREA (EP243)",Herramienta manual,Izaje y maniobra,"4"" 3M"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,ESC44,"ESLINGA OJO 4"" X 4M SURTEK (ESC44)",Herramienta manual,Izaje y maniobra,"4"" 4M"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,EP242,"ESLINGA OJO 4""X 2M URREA (EP242)",Herramienta manual,Izaje y maniobra,"4"" 2M"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,EP244,"ESLINGA OJO 4""X 4M URREA (EP244)",Herramienta manual,Izaje y maniobra,"4"" 4M"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,EP246,ESLINGA OJO-OJO URREA 4X6MT.  (EP246),Herramienta manual,Izaje y maniobra,4X6 6MT
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,123032,"ESPATULA FLEXIBLE MGO. BIMET. 2"" SURTEK (123032)",Herramienta manual,Herramienta manual,"2"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,123033,"ESPATULA FLEXIBLE MGO. BIMET. 3"" SURTEK (123033)",Herramienta manual,Herramienta manual,"3"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137504,FAJA DE MALLA SURTEK T/CHICA (137504),"Alambre, malla y cercas","Alambre, malla y cercas",
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137507,FAJA DE MALLA SURTEK T/EXTRA GRANDE (137507),"Alambre, malla y cercas","Alambre, malla y cercas",
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137506,FAJA DE MALLA SURTEK T/GRANDE (137506),"Alambre, malla y cercas","Alambre, malla y cercas",
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137505,FAJA DE MALLA SURTEK T/MEDIANA (137505),"Alambre, malla y cercas","Alambre, malla y cercas",
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137538,FAJA ELASTICA REFORZADA T/CH. (137538) SURTEK,Seguridad EPP,POR CLASIFICAR,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137541,FAJA ELASTICA REFORZADA T/EG (137541) SURTEK,Seguridad EPP,POR CLASIFICAR,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137542,FAJA ELASTICA REFORZADA T/EGG (137542) SURTEK,Seguridad EPP,POR CLASIFICAR,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137540,FAJA ELASTICA REFORZADA T/G (137540) SURTEK,Seguridad EPP,POR CLASIFICAR,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137539,FAJA ELASTICA REFORZADA T/M (137539) SURTEK,Seguridad EPP,POR CLASIFICAR,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,FIL108103,FILTRO SEPARADOR AGUA Y ACEITE SURTEK(108103),Pintura y químicos,POR CLASIFICAR,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,142132,FLEXOMETRO 5 MTS. COLORES FOY (142132),Herramienta manual,Herramienta manual,5 MTS
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,B122080,FLEXOMETRO ANTI-IMPACTO 3MTS SURTEK (B122080),Herramienta manual,Herramienta manual,3MTS
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,B122086,FLEXOMETRO ANTI-IMPACTO 5 MTS SURTEK (B122086),Herramienta manual,Herramienta manual,5 MTS
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,142063,FLEXOMETRO ANTI-IMPACTO 5 MTS. FOY (142063),Herramienta manual,Herramienta manual,5 MTS
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,B122082,FLEXOMETRO ANTI-IMPACTO 8 MT (B122082),Herramienta manual,Herramienta manual,8 MT
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,142126,FLEXOMETRO CARC.PLASTICO ROJO 5 MT.(142126),Herramienta manual,Herramienta manual,5 MT
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,B122074,FLEXOMETRO RUBBER GRIP 5 MTS SURTEK (B122074),Herramienta manual,Herramienta manual,5 MTS
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,FLEHP5A,FLEXOMETRO SURTEK  DE 5 MT.ANTI-IMP (B122081),Herramienta manual,Herramienta manual,5 MT
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,130409,FUMIGADOR DOMESTICO 1.5L (130409),Herramienta manual,POR CLASIFICAR,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,USIMM33,GABARDINA IMP.  REF.T/EG (USIM33) URREA,POR CLASIFICAR,POR CLASIFICAR,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,USIM32,GABARDINA IMP. REF.T/G (USIM32) URREA,POR CLASIFICAR,POR CLASIFICAR,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,USIM31,GABARDINA IMP. REF.T/M (USIM31 )URREA,POR CLASIFICAR,POR CLASIFICAR,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,124134,"GANCHO P/PANEL RANURADO 8"" (124134)",Tornilleria y fijacion,Tornilleria y fijacion,"8"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,GBS4,GATO HIDRAULIC BOTELLA 4T (GBS4),Herramienta manual,Herramienta manual,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,GBS12,GATO HIDRAULICO BOTELLA 12 T (GBS12),Herramienta manual,Herramienta manual,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,GBS2,GATO HIDRAULICO BOTELLA 2 T (GBS2),Herramienta manual,Herramienta manual,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,GAVA2,GAVETA PLASTICA AMARILLA SURTEK (GAVA2),Herramienta manual,POR CLASIFICAR,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,GAVA3,GAVETA PLASTICA AMARILLA SURTEK (GAVA3),Herramienta manual,POR CLASIFICAR,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137320,GOGGLES DE SEGURIDAD TRANSP.(137320),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137321,GOGLE PARA SOLDAR SURTEK (137321),Seguridad EPP,POR CLASIFICAR,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137334,GOGLE PARA SOLDAR SURTEK (137334),Seguridad EPP,POR CLASIFICAR,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,114361,"GRAPAS 13/32X5/16"" ENGRAP.MAN(114361)","Herrería, forja y herrajes",POR CLASIFICAR,"5/16"" 32X5 13/32 5/16"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,114354,"GRAPAS ENGRA. MANUAL 7/16"" X 1/2"" SURTEK (114354)","Herrería, forja y herrajes",POR CLASIFICAR,"7/16"" 1/2"" 7/16 1/2"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,114355,"GRAPAS ENGRA. MANUAL 7/16"" X 9/16"" SURTEK (114355)","Herrería, forja y herrajes",POR CLASIFICAR,"7/16"" 9/16"" 7/16 9/16"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137416,GUANTE DE PUNTO PVC GRANDE SURTEK (137416),Lamina y cubiertas,Lamina y cubiertas,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137409,GUANTE DE PUNTO PVC SURTEK (137409),Lamina y cubiertas,Lamina y cubiertas,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,USGVX,GUANTE MECANICO ANTIVIB. EG URREA (USGVX),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,USGVG,GUANTE MECANICO ANTIVIB. G URREA (USGVG),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,USGVM,GUANTE MECANICO ANTIVIB. M URREA (USGVM),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,GAPG,GUANTES ALGODÓN C/PNTS PVC G (GAPG),Lamina y cubiertas,Lamina y cubiertas,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,GAPM,GUANTES ALGODÓN C/PNTS PVC M (GAPM),Lamina y cubiertas,Lamina y cubiertas,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137384,GUANTES DE LONETA SURTEK (137384),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137401,GUANTES DE NAILON CON POLIURETANO SURTEK (137401),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,GNPM,GUANTES NAILON C/POLIU M (GNPM),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,GC3,"GUARDACABO P/CABLE DE ACERO 1/4"" SURTEK (GC3)",Izaje y maniobra,Izaje y maniobra,"1/4"" 1/4"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,GC5,"GUARDACABO P/CABLE DE ACERO 3/8"" SURTEK (GC5)",Izaje y maniobra,Izaje y maniobra,"3/8"" 3/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,SSK15,HOJAS P/SIERRA CALADOR BCO. 5 PZA.(SSK15),Herramienta electrica,Herramienta electrica,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,SSK18,HOJAS P/SIERRA CALADOR BCO. 5 PZA.(SSK18),Herramienta electrica,Herramienta electrica,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,54417,"JGO DADOS HEX 1/2"" PG 7 PZ ( 54417 )",Herramienta manual,Herramienta manual,"1/2"" 1/2"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,5439C,"JGO DADOS TORX 1/2"" 7 ZA   ( 5439C )",Herramienta manual,Herramienta manual,"1/2"" 1/2"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,5200TX,"JGO DADOS TORX HEMB 3/8"" 10 PZ ( 5200TX )",Herramienta manual,Herramienta manual,"3/8"" 3/8"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,142070,"JGO. 2 VERNIER PLASTICO 3"" Y 6"" (142070)",Herramienta manual,Herramienta manual,"3"" 6"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,JBAVS,JGO. BROCAS COB AC ALT VEL 5 PZ(JBAVS),Herramienta manual,Herramienta manual,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,5113,JGO. BROCAS NGA AC ALT VEL 13 PZ (5113),Herramienta manual,Herramienta manual,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,MDHK,JGO. DE MARTILLO P/LAMINERO Y ESTIBADOR (MDHK),Herramienta manual,Herramienta manual,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,JCS4,JGO. SIERRAS CORTACIRCULOS 4PZA.(JCS4),Herramienta electrica,Herramienta electrica,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,123702,JGO.MACH Y DADOS 60PZA. (123702),Herramienta manual,Herramienta manual,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,SH15,"JGO.SUJETADOR HULE 15"" (SH15)",Herramienta manual,Herramienta manual,"15"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,SH21,"JGO.SUJETADOR HULE 21"" (SH21)",Herramienta manual,Herramienta manual,"21"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,JSH6,JGO.SUJETADOR HULE 6PZA (JSH6),Herramienta manual,Herramienta manual,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,F4400,"JUEGO 15 DADOS 1/4"" 6 PT (F4400) SURTEK",Herramienta manual,Herramienta manual,"1/4"" 1/4"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,ES5,JUEGO DE 5 LLAVES ESPAÑOLAS (ES5) SURTEK,Herramienta manual,Herramienta manual,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,41A,JUEGO DE 5 PUNTOS P/MARCAR URREA (41A),Herramienta manual,Herramienta manual,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,108140,JUEGO DE ACCESORIOS NEUMATICS SURTEK (108140),Herramienta manual,Herramienta manual,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,2DP34,"JUEGO DE DESTORNILLADORES 3/16""X4""(2DP34)",Herramienta manual,Herramienta manual,"3/16"" 4"" 3/16"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,8100CM,JUEGO DE LLAVES ESTRI 45ª 6 PZAS (8100CM),Herramienta manual,Herramienta manual,8100CM
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,ALLFH9,JUEGO DE LLAVES HEXAG. SURTEK (ALLFH9),Herramienta manual,Herramienta manual,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,1700CM,JUEGO DE LLAVES OBSTRU MM 5 PZAS (1700CM),Herramienta manual,Herramienta manual,1700CM
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,PFC33,"JUEGO DE PUNTAS COMBINADO HEX. 1/4"" SURTEK (PFC33)",Herramienta manual,Herramienta manual,"1/4"" 1/4"
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,LUNL03,LAMPARA DECORATIVA LUNA SURTEK (LUNL03),Electrico e iluminacion,Electrico e iluminacion,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,FAP40,LAMPARA LEDALTA POTENCIA 40W(FAP40),Electrico e iluminacion,Electrico e iluminacion,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137328,LENTE MICA OBSCURA P/CARETA DE SOLDAR (137328),Soldadura y abrasivos,Equipo de soldadura,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137327,LENTE MICA TRANSP. P/CARETA DE SOLDAR (137327),Soldadura y abrasivos,Equipo de soldadura,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137684,LENTE SEGURIDAD AJUSTABLE OSCURO (137684),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137326,LENTE SEGURIDAD AJUSTABLE TRANSPARENTE (137326),Lamina y cubiertas,Lamina y cubiertas,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137325,LENTE SEGURIDAD AMBAR (137325),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,USL010,LENTE SEGURIDAD ECLIPSE OSCURO(USL010),Perfiles estructurales,Perfiles estructurales,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,144185,LENTE SEGURIDAD INDUSTRIAL AMBAR (144185),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,144184,LENTE SEGURIDAD INDUSTRIAL OSCURO (144184),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,144183,LENTE SEGURIDAD INDUSTRIAL TRANSPARENTE (144183),Lamina y cubiertas,Lamina y cubiertas,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137324,LENTE SEGURIDAD OSCURO SURTEK (137324),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137323,LENTE SEGURIDAD TRANSPARENTE SURTEK (137323),Lamina y cubiertas,Lamina y cubiertas,
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137670,LENTES DE SEGURIDAD AMBAR SURTEK (137670),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137699,LENTES DE SEGURIDAD OSCURO SURTEK (137669),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,137668,LENTES DE SEGURIDAD TRANSP. SURTEK (137668),Seguridad (EPP),Seguridad (EPP),
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,LO414A,LIJADORA ORB. 1/4  SURTEK  240 W  (LO414),Herramienta electrica,Herramienta electrica,1/4
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,LO914,LIJADORA ORB. 1/4 HOJA URREA (LO914),Herramienta electrica,Herramienta electrica,1/4
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,120330,"LIMA BASTARDA 8"" (120330) SURTEK",Herramienta manual,Herramienta manual,"8"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,120350,"LIMA BASTARDA REDONDA 4"" SURTEK (120350)",Herramienta manual,Herramienta manual,"4"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,120303,"LIMA MEDIA CAÑA BASTARDA 10"" SURTEK (120303)",Herramienta manual,Herramienta manual,"10"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,120362,"LIMA MUSA REDONDA 10"" SURTEK (120362)",Herramienta manual,Herramienta manual,"10"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,LIMA120363,"LIMA MUSA REDONDA 12"" SURTEK (120363)",Herramienta manual,Herramienta manual,"12"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,120360,"LIMA MUSA REDONDA 6"" SURTEK (120360)",Herramienta manual,Herramienta manual,"6"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,120361,"LIMA MUSA REDONDA 8"" SURTEK (120361)",Herramienta manual,Herramienta manual,"8"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,120335,"LIMA PLANA BASTARDA 14"" (120335)",Herramienta manual,Herramienta manual,"14"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,120331,"LIMA PLANA BASTARDA 6"" (120331)",Herramienta manual,Herramienta manual,"6"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,LI-120332,"LIMA PLANA BASTARDA 8"" (120332)",Herramienta manual,Herramienta manual,"8"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,120341,"LIMA PLANA MUZA 6"" (120341)",Herramienta manual,Herramienta manual,"6"""
URREA HERRAMIENTAS PROFESIONALES S.A DE C.V,120354,"LIMA REDONDA BASTARDA 12"" (120354)",Herramienta manual,Herramienta manual,"12"""
