"fila","proveedor","codigo","descripcion","existencia"
"253","ACEROS CORSA, S.A DE C.V","SOL5X32","SOLERA 3/16 X 1 1/4""","-1"
"254","ACEROS CORSA, S.A DE C.V","SOL5X25","SOLERA 3/16 X 1""","1"
"255","ACEROS CORSA, S.A DE C.V","SOL5X13","SOLERA 3/16 X 1/2""","-0.5"
"256","ACEROS CORSA, S.A DE C.V","SOL5X50","SOLERA 3/16 X 2""","60"
"257","ACEROS CORSA, S.A DE C.V","sol5x75","SOLERA 3/16 X 3""","0"
"258","ACEROS CORSA, S.A DE C.V","SOL4X19","SOLERA 3/16 X 3/4""","0"
"259","ACEROS CORSA, S.A DE C.V","SOL5X64","SOLERA 3/16"" X 2""1/2","0"
"260","ACEROS CORSA, S.A DE C.V","SOL10X50","SOLERA 3/8 X 2""","0.834"
"261","ACEROS CORSA, S.A DE C.V","SOL10X38","SOLERA 3/8"" X 1 1/2""","0"
"262","ACEROS CORSA, S.A DE C.V","SOL10X75","SOLERA 3/8"" X 3""","0"
"263","ACEROS CORSA, S.A DE C.V","SOL10X100","SOLERA 3/8"" X 4""","28"
"264","ACEROS CORSA, S.A DE C.V","TEEFO25","TEE  FIERRO 1""","0"
"267","ACEROS PEÑASCAL STA. LUCIA","FIG-C2","FIGURA DE CUADRADO 1/2"" C-2","0"
"268","ACEROS PEÑASCAL STA. LUCIA","TERMP01","TERMINAL PASAMANOS 01","0"
"270","ANITA DE LOS SANTOS DE LA ROSA","ADORNO","ADORNO FLORAL ( CHICO )","0"
"271","ANITA DE LOS SANTOS DE LA ROSA","ANGD","ANGEL FO.CO DERECHO","0"
"272","ANITA DE LOS SANTOS DE LA ROSA","ANGI","ANGEL FO.CO IZQUIERDO","0"
"273","ANITA DE LOS SANTOS DE LA ROSA","ARCO","ARCO P/SEGUETA REFORZADO MOD.1","0"
"274","ANITA DE LOS SANTOS DE LA ROSA","BOTONRFC","BOTON DE ROSA FO.CO","0"
"275","ANITA DE LOS SANTOS DE LA ROSA","CABALLITO","CABALLITO DE MAR","0"
"276","ANITA DE LOS SANTOS DE LA ROSA","CHAPLACH","CHAPETON LATON CHICO 46 MM","0"
"277","ANITA DE LOS SANTOS DE LA ROSA","CHALACHL","CHAPETON LATON CHICO LISO 46 MM","0"
"278","ANITA DE LOS SANTOS DE LA ROSA","CHAPLAGD","CHAPETON LATON GRANDE 70 MM","0"
"279","ANITA DE LOS SANTOS DE LA ROSA","CHAPLAGDEL","CHAPETON LATON GRANDE LISO 70 MM","0"
"280","ANITA DE LOS SANTOS DE LA ROSA","CHAPLAME","CHAPETON LATON MEDIANO 50 MM","0"
"281","ANITA DE LOS SANTOS DE LA ROSA","CHAPLAMEL","CHAPETON LATON MEDIANO LISO 50 MM","0"
"282","ANITA DE LOS SANTOS DE LA ROSA","CHAPLAMI","CHAPETON LATON MINI 40 MM","0"
"283","ANITA DE LOS SANTOS DE LA ROSA","CUALAS13","CUELLO ALAS 1/2""","0"
"284","ANITA DE LOS SANTOS DE LA ROSA","CUAZTECA13","CUELLO AZTECA  P/CUAD. 1/2""","0"
"285","ANITA DE LOS SANTOS DE LA ROSA","CUMOS13","CUELLO MOSCA P/RED. 1/2","0"
"286","ANITA DE LOS SANTOS DE LA ROSA","CUROSA13","CUELLO ROSA P/CUAD. 1/2""","0"
"287","ANITA DE LOS SANTOS DE LA ROSA","ECLAZTE","ECLIPSE AZTECA","0"
"288","ANITA DE LOS SANTOS DE LA ROSA","ECLCHFC","ECLIPSE CHICO FO.CO","0"
"289","ANITA DE LOS SANTOS DE LA ROSA","ESTCHFC","ESTRELLA CHICA FO.CO","0"
"290","ANITA DE LOS SANTOS DE LA ROSA","ESTG","ESTRELLA GRANDE","0"
"291","ANITA DE LOS SANTOS DE LA ROSA","FIGFCE","FIGURA FO CO. ESCALERA","0"
"292","ANITA DE LOS SANTOS DE LA ROSA","FIGFCM","FIGURA FO.CO MARGARITA","0"
"293","ANITA DE LOS SANTOS DE LA ROSA","FIGFCP/C","FIGURA FO.CO P/CUA 1/2""","0"
"294","ANITA DE LOS SANTOS DE LA ROSA","FIGFCP/R","FIGURA FO.CO P/RED 1/2""","0"
"295","ANITA DE LOS SANTOS DE LA ROSA","FIGFCR","FIGURA FO.CO ROSAS P/CUA. 1/2""","0"
"296","ANITA DE LOS SANTOS DE LA ROSA","FIGFCUVA","FIGURA FO.CO. DE UVAS","0"
"297","ANITA DE LOS SANTOS DE LA ROSA","FIGFCP/R16","FIGURA FO.CO. P/RED 5/8""","0"
"298","ANITA DE LOS SANTOS DE LA ROSA","FALC1","FLOR DE ALCATRAZ S/ TALLO CH.","0"
"299","ANITA DE LOS SANTOS DE LA ROSA","FLORMARG","FLOR DE MARGARITA","0"
"300","ANITA DE LOS SANTOS DE LA ROSA","GALLOFC","GALLO FO.CO (REYES-JUGA)","0"
"301","ANITA DE LOS SANTOS DE LA ROSA","HERRCH","HERRADURA CHICA FO.FO( 15 L X 13 A )","0"
"302","ANITA DE LOS SANTOS DE LA ROSA","HERRGDE","HERRADURA GRANDE FO.CO.(45 L X  42 A )","0"
"303","ANITA DE LOS SANTOS DE LA ROSA","HLIRA","HOJA DE LIRA","0"
"304","ANITA DE LOS SANTOS DE LA ROSA","JALALU","JALADERA ALUMINIO P/VENT. ORO, BCA Y NATURAL","0"
"305","ANITA DE LOS SANTOS DE LA ROSA","JALELECTROB","JALADERA COLONIAL BEIGE","0"
"306","ANITA DE LOS SANTOS DE LA ROSA","JALELECTROC","JALADERA COLONIAL COBRE","0"
"307","ANITA DE LOS SANTOS DE LA ROSA","JAL-CLT","JALADERA COLONIAL MEDIA CAÑA ORO","0"
"308","ANITA DE LOS SANTOS DE LA ROSA","JALELECTROO","JALADERA COLONIAL ORO","0"
"309","ANITA DE LOS SANTOS DE LA ROSA","JALELECTRO","JALADERA COLONIAL PLATA","0"
"310","ANITA DE LOS SANTOS DE LA ROSA","JALALUN","JALADERA COLOR NEGRA P/VENTANA CORRED.","0"
"311","ANITA DE LOS SANTOS DE LA ROSA","JALRUSC","JALADERA RUSTICA COBRE","0"
"312","ANITA DE LOS SANTOS DE LA ROSA","JALRUSPCC/P","JALADERA RUSTICA COBRE C/ PERF.T/PORT.","0"
"313","ANITA DE LOS SANTOS DE LA ROSA","JALRUSP","JALADERA RUSTICA PLATA","0"
"314","ANITA DE LOS SANTOS DE LA ROSA","JALRUSPC/P","JALADERA RUSTICA PLATA C/PERF. T/PORT.","0"
"315","ANITA DE LOS SANTOS DE LA ROSA","JINETEFC","JINETE FO.CO","0"
"316","ANITA DE LOS SANTOS DE LA ROSA","JGAMA","JUEGO DE AMACOLLAS 5/8","0"
"318","ANITA DE LOS SANTOS DE LA ROSA","JGAMA13","JUEGO DE AMACOLLAS P /1/2""","0"
"319","ANITA DE LOS SANTOS DE LA ROSA","LEONBM","LEON BRONCE MEDIANO","0"
"320","ANITA DE LOS SANTOS DE LA ROSA","LEONFC","LEON FO. CO","0"
"321","ANITA DE LOS SANTOS DE LA ROSA","LUCHFC","LUNA CHICA FO.CO","0"
"322","ANITA DE LOS SANTOS DE LA ROSA","LUMEDFC","LUNA MEDIANA FO CO","0"
"323","ANITA DE LOS SANTOS DE LA ROSA","MEDACH","MEDALLON CHICO","0"
"324","ANITA DE LOS SANTOS DE LA ROSA","MEDAGDE","MEDALLON GRANDE","0"
"325","ANITA DE LOS SANTOS DE LA ROSA","MEDEGDE2","MEDALLON GRANDE (45.50 CM X 26 CM)","0"
"326","ANITA DE LOS SANTOS DE LA ROSA","MEDARED","MEDALLON REDONDO","0"
"327","ANITA DE LOS SANTOS DE LA ROSA","MEDE25","MEDIA ESFERA 1""","0"
"328","ANITA DE LOS SANTOS DE LA ROSA","MEDE38","MEDIA ESFERA 1"" 1/2","0"
"329","ANITA DE LOS SANTOS DE LA ROSA","MEDE50","MEDIA ESFERA 2""","0"
"330","ANITA DE LOS SANTOS DE LA ROSA","PUNLAN","PUNTA LANZA","0"
"331","ANITA DE LOS SANTOS DE LA ROSA","PUNLIZ","PUNTA LIZ P/RED 1/2","0"
"332","ANITA DE LOS SANTOS DE LA ROSA","PUNPIC","PUNTA PICUDA","0"
"333","ANITA DE LOS SANTOS DE LA ROSA","PUNREY","PUNTA REYNA","0"
"334","ANITA DE LOS SANTOS DE LA ROSA","RAUVAD","RACIMO DE UVA DOBLE 10X9","0"
"335","ANITA DE LOS SANTOS DE LA ROSA","RAUVA2","RACIMO DE UVAS C/HOJA CH.(7.50X8CM)","0"
"336","ANITA DE LOS SANTOS DE LA ROSA","RAUVA1","RACIMO DE UVAS C/HOJA GDE.(8.50X10CM)","0"
"337","ANITA DE LOS SANTOS DE LA ROSA","CORONA","REMATE CORONA","0"
"338","ANITA DE LOS SANTOS DE LA ROSA","SOLCHFC","SOL CHICO FO. CO","0"
"339","ANITA DE LOS SANTOS DE LA ROSA","SOLFCG","SOL GRANDE FO.CO ( 27 CM)","0"
"340","ANITA DE LOS SANTOS DE LA ROSA","SOLMEDFC","SOL MEDIANO FO CO ( 20 CM)","0"
"341","ANITA DE LOS SANTOS DE LA ROSA","TOCAPMAN","TOCA PUERTA (MANO)","0"
"342","ANITA DE LOS SANTOS DE LA ROSA","TOCAPCH","TOCA PUERTAS CHICO 20 CM X 20 CM","0"
"344","ARTEFERRO MONTERREY, S,.A DE C.V","52079","BARRA PERFORADA 2 MTS. NO 14","0"
"345","ARTEFERRO MONTERREY, S,.A DE C.V","118/H/2","BARROTE CUADRADO 1.2X1.2 CM ALTO 90CM (118/H/2)","0"
"346","ARTEFERRO MONTERREY, S,.A DE C.V","-72681","BARROTE FORJADO 1 PALMA 1.2CM CUAD.","0"
"347","ARTEFERRO MONTERREY, S,.A DE C.V","BF1701/13","BARROTE FORJADO 1 PALMA P.PALOMA 1.20CM CUAD.","0"
"348","ARTEFERRO MONTERREY, S,.A DE C.V","BF1701/3","BARROTE FORJADO 2 PALMAS 1.2CM CUAD.","0"
"349","ARTEFERRO MONTERREY, S,.A DE C.V","BF497/2","BARROTE FORJADO C/2 CUELLO 1.2 CM RED","0"
"350","ARTEFERRO MONTERREY, S,.A DE C.V","-652655","BARROTE FORJADO C/PIÑA ALTO 1.10 MTS(COD113/2)","0"
"351","ARTEFERRO MONTERREY, S,.A DE C.V","-72073","BARROTE FORJADO C-12 DE 1 MTS","0"
"352","ARTEFERRO MONTERREY, S,.A DE C.V","-655577","BARROTE FORJADO/NUDO C-12","0"
"353","ARTEFERRO MONTERREY, S,.A DE C.V","-655608","BARROTE MARTILLADO DE 2 CUELLOS DE 1 MTS","0"
"354","ARTEFERRO MONTERREY, S,.A DE C.V","-383808","BUZON ROJO ARTEFERRO 25.5X40.50 ART.849/3","0"
"355","ARTEFERRO MONTERREY, S,.A DE C.V","-451378","COROLA 4X4CM","0"
"356","ARTEFERRO MONTERREY, S,.A DE C.V","CM13","CUADRADO MARTILLADO  1/2"" DE 6MT. ART.18/16000","0"
"357","ARTEFERRO MONTERREY, S,.A DE C.V","53479","ELEMENTO BALCONES MARTILLADO DE 80 CM","0"
"358","ARTEFERRO MONTERREY, S,.A DE C.V","-451772","HOJA 11 X 14 CM","0"
"359","ARTEFERRO MONTERREY, S,.A DE C.V","-451803","HOJA 11 X 14 CM IZQ.","0"
"360","ARTEFERRO MONTERREY, S,.A DE C.V","-451347","HOJA 9X 9 CM","0"
"361","ARTEFERRO MONTERREY, S,.A DE C.V","-642612","HOJA CHAPA 3.9 CM D. 1 CM ALTO","0"
"362","ARTEFERRO MONTERREY, S,.A DE C.V","E0213","INOX ANCLAJE 100X6MM E0213","0"
"363","ARTEFERRO MONTERREY, S,.A DE C.V","E451","INOX ANGULO 90º SATINADO 42.4MM E451","0"
"364","ARTEFERRO MONTERREY, S,.A DE C.V","E453","INOX CONECTOR ""T"" SATINADO E453","0"
"365","ARTEFERRO MONTERREY, S,.A DE C.V","E446","INOX CONECTOR REGUL. SATI 42.4MM E446","0"
"366","ARTEFERRO MONTERREY, S,.A DE C.V","E450","INOX CURVA 90º SATINADA 42.4 MM E450","0"
"367","ARTEFERRO MONTERREY, S,.A DE C.V","E4471","INOX CURVA REGULABLE SATIN. E4471","0"
"368","ARTEFERRO MONTERREY, S,.A DE C.V","E0127","INOX ESFERA SOLIDA SATIN 25 MM E0127","0"
"369","ARTEFERRO MONTERREY, S,.A DE C.V","E0042","INOX POSTE  42.4MM X2MM X 1M","0"
"371","ARTEFERRO MONTERREY, S,.A DE C.V","E0091","INOX SOPORTE CRISTAL 8 A 10MM E0091","0"
"372","ARTEFERRO MONTERREY, S,.A DE C.V","E00911","INOX SOPORTE CRISTAL 8 A10 MM E00911","0"
"373","ARTEFERRO MONTERREY, S,.A DE C.V","E009","INOX SOPORTE P/CRISTAL ESPESOR 9.52MM (E11204200)","0"
"374","ARTEFERRO MONTERREY, S,.A DE C.V","E006","INOX SOPORTE P/VARILLA E006","0"
"375","ARTEFERRO MONTERREY, S,.A DE C.V","E0069","INOX SOPORTE P/VARILLA E0069","0"
"376","ARTEFERRO MONTERREY, S,.A DE C.V","E031/S1","INOX SOPORTE PASAMANOS  E031/S1","0"
"377","ARTEFERRO MONTERREY, S,.A DE C.V","E030/S","INOX SOPORTE PASAMANOS AJUSTABLE E030/S","0"
"378","ARTEFERRO MONTERREY, S,.A DE C.V","E454","INOX SOPORTE PASAMANOS E454","0"
"379","ARTEFERRO MONTERREY, S,.A DE C.V","E4581","INOX SOPORTE PASAMANOS E4581","0"
"380","ARTEFERRO MONTERREY, S,.A DE C.V","E0223","INOX SOPORTE PASAMANOS FIJO E0223","0"
"381","ARTEFERRO MONTERREY, S,.A DE C.V","E0104","INOX SOPORTE PASAMANOS GSO AJUSTABLE E0104","0"
"382","ARTEFERRO MONTERREY, S,.A DE C.V","E0119","INOX TERMINAL C/ROSCA E0119","0"
"383","ARTEFERRO MONTERREY, S,.A DE C.V","E01112","INOX TERMINAL CON ROSCA E01112","0"
"384","ARTEFERRO MONTERREY, S,.A DE C.V","E01151","INOX TERMINAL CON ROSCA E01151","0"
"385","ARTEFERRO MONTERREY, S,.A DE C.V","E001","INOX TUBO INOX 42.4 X 2MM X 3 M E001","0"
"386","ARTEFERRO MONTERREY, S,.A DE C.V","E455","INOX UNION RECTA SATINADA E455","0"
"387","ARTEFERRO MONTERREY, S,.A DE C.V","E005","INOX VARILLA 12MM X 3 MT E005","0"
"388","ARTEFERRO MONTERREY, S,.A DE C.V","-643677","MARIPOSA CHICA  11X6.50 CM (CODIGO 137/9)","0"
"389","ARTEFERRO MONTERREY, S,.A DE C.V","-643647","MARIPOSA GRANDE 17.50X12.50CM (CODIGO13710)","0"
"390","ARTEFERRO MONTERREY, S,.A DE C.V","18994","PANEL CON HOJAS  DE .87 CM DE ALTURA","0"
"391","ARTEFERRO MONTERREY, S,.A DE C.V","54058","PANEL VERTICAL/DOBLE PIÑA DE .90CM DE ALTURA","0"
"392","ARTEFERRO MONTERREY, S,.A DE C.V","54089","PANEL VERTICAL/PIÑA DE .90 CM ALTURA","0"
"393","ARTEFERRO MONTERREY, S,.A DE C.V","-524455","PANEL/ARCO PIÑA (ESCALERA) DE .90 CM DE ALTURA","0"
"394","ARTEFERRO MONTERREY, S,.A DE C.V","-524486","PANEL/ARCO PIÑA DE .90 CM DE ALTO","0"
"395","ARTEFERRO MONTERREY, S,.A DE C.V","-524851","PANEL/PIÑA DE 1.2 X .06 X .79 CM DE ALTO","0"
"396","ARTEFERRO MONTERREY, S,.A DE C.V","811/3/T","PASAMANOS DE  5.9 X 1.65 CM X 3.00MTS DE LARGO","0"
"397","ARTEFERRO MONTERREY, S,.A DE C.V","10393/4","PORTA LLAVES LEO ART.10393/4","0"
"398","ARTEFERRO MONTERREY, S,.A DE C.V","10393/11","PORTA LLAVES PISIS ART.10393/11","0"
"399","ARTEFERRO MONTERREY, S,.A DE C.V","-401034","POSTE TERMINAL/ESCALERA C/DRAGON","0"
"400","ARTEFERRO MONTERREY, S,.A DE C.V","-401003","POSTE TERMINAL/ESCALERA CON HOJAS  DE .65 CM","0"
"401","ARTEFERRO MONTERREY, S,.A DE C.V","126/B/3","PUNTA DE LANZA ESPAÑA","0"
"402","ARTEFERRO MONTERREY, S,.A DE C.V","-16191","PUNTA DE LANZA ESTAMPADA 5.9CMX20CM","0"
"403","ARTEFERRO MONTERREY, S,.A DE C.V","126/B/4","PUNTA DE LANZA KRISS DIA","0"
"404","ARTEFERRO MONTERREY, S,.A DE C.V","140/H/2","RACIMO DE UVAS CHICO","0"
"405","ARTEFERRO MONTERREY, S,.A DE C.V","140/H/1","RACIMO DE UVAS GRANDES","0"
"406","ARTEFERRO MONTERREY, S,.A DE C.V","-321412","ROSETA CON ARO EN EL CENTRO DIA 59CM (COD-1020/1)","0"
"407","ARTEFERRO MONTERREY, S,.A DE C.V","-24014","SOLERA DECORADA DE 3.1 X .05 CM DE 3 MTS.","0"
"408","ARTEFERRO MONTERREY, S,.A DE C.V","377/40/T","TERMINAL/PASAMANOS (1377/40/T)","0"
"409","ARTEFERRO MONTERREY, S,.A DE C.V","-652443","TERMINAL/POSTE  DIA 7.5CM PUNTA (COD-113/9)","0"
"410","ARTEFERRO MONTERREY, S,.A DE C.V","-652413","TERMINAL/POSTE DIA 7CM REDONDO (COD-113/10)","0"
"411","ARTEFERRO MONTERREY, S,.A DE C.V","-181099","TERMINAL/POSTE DIAM7CM ALTO 10CM ART1404/3","0"
"412","ARTEFERRO MONTERREY, S,.A DE C.V","-642673","TULIPAN CHAPA 1.8 CM D. X 1.5 CM ALTO","0"
"413","ARTEFERRO MONTERREY, S,.A DE C.V","-642643","TULIPAN CHAPA 2.4 CM D. X 1.30 CM ALTO","0"
"415","BLANCA ESTELA COVA LOPEZ","O315224401","LAMINA POLIPROPILENO OND.1.52X2.44 ROJA","74"
"416","BLANCA ESTELA COVA LOPEZ","O315224402","LAMINA POLIPROPILENO OND.1.52X2.44 TRASL","37"
"417","BLANCA ESTELA COVA LOPEZ","O315230501","LAMINA POLIPROPILENO OND.1.52X3.05 ROJA","63"
"418","BLANCA ESTELA COVA LOPEZ","O315230502","LAMINA POLIPROPILENO OND.1.52X3.05 TRASL","44"
"419","BLANCA ESTELA COVA LOPEZ","R110730503","LAMINA POLIPROPILENO R-101 DE 3.05 GRIS","1"
"420","BLANCA ESTELA COVA LOPEZ","R110730501","LAMINA POLIPROPILENO R-101 DE 3.05 ROJA","0"
"421","BLANCA ESTELA COVA LOPEZ","R110730502","LAMINA POLIPROPILENO R-101 DE 3.05 TRASL","25"
"422","BLANCA ESTELA COVA LOPEZ","R110736602","LAMINA POLIPROPILENO R-101 DE 3.66 TRASL","46"
"425","CABEL,S.A DE C.V","CAB14-C","LENTE PROTECTOR CLARO 14-C","0"
"426","CABEL,S.A DE C.V","CAB-74A","LENTE PROTECTOR POLI. AMBAR CAB-74A","0"
"427","CABEL,S.A DE C.V","CAB-76A","LENTE PROTECTOR POLI. AMBAR CAB-76A","0"
"428","CABEL,S.A DE C.V","CAB-80C","LENTE PROTECTOR POLI. CLARO CAB-80C","0"
"429","CABEL,S.A DE C.V","CAB-71C","LENTE PROTECTOR POLI. CLARO( 71 CLARO)","0"
"430","CABEL,S.A DE C.V","CAB-70H","LENTE PROTECTOR POLI. HUMO(70HUMO)","0"
"431","CABEL,S.A DE C.V","CAB-66A","LENTE PROTECTOR POLI.AMBAR CAB-66A","0"
"432","CABEL,S.A DE C.V","CAB-70A","LENTE PROTECTOR POLI.AMBAR CAB-70A","0"
"433","CABEL,S.A DE C.V","CAB-80A","LENTE PROTECTOR POLI.AMBAR CAB-80A","0"
"434","CABEL,S.A DE C.V","CAB-76C","LENTE PROTECTOR POLI.CLARO (CAB-76C)","0"
"436","CASCAR INTERNATIONAL S. DE R.L DE C.V","ABRATE47","ABRAZADERA P/TUBO 1 1/2"" TENSION (1 7/8"")","0"
"437","CASCAR INTERNATIONAL S. DE R.L DE C.V","ABRATE41","ABRAZADERA P/TUBO 1 1/4"" TENSION (1 5/8"")","0"
"438","CASCAR INTERNATIONAL S. DE R.L DE C.V","ADOROVALO","ADORNO COLONIAL R600 OVALO VENECIA","0"
"439","CASCAR INTERNATIONAL S. DE R.L DE C.V","ADORNOC","ADORNO CULEBRA (R600)","0"
"440","CASCAR INTERNATIONAL S. DE R.L DE C.V","AROCONFLORFO.CO.","ARO CON FLOR DE FO.CO. (R906)","0"
"441","CASCAR INTERNATIONAL S. DE R.L DE C.V","AROTB113","ARO TUBULAR DE CUAD. 1/2"" 113 MMM (4"" 1/2)","0"
"442","CASCAR INTERNATIONAL S. DE R.L DE C.V","BISBIVCG","BIBEL CHICO TAPADO (CASCAR)","0"
"443","CASCAR INTERNATIONAL S. DE R.L DE C.V","BISBA5""C/PLA","BISAGRA DE BARRIL 5"" C/PLACA (BH05)","0"
"444","CASCAR INTERNATIONAL S. DE R.L DE C.V","BISBA7""C/PLA","BISAGRA DE BARRIL 7"" C/PLACA (BH07)","0"
"445","CASCAR INTERNATIONAL S. DE R.L DE C.V","BISLB56","BISAGRA DE LIBRO 2 1/4"" X 3 1/2""","0"
"446","CASCAR INTERNATIONAL S. DE R.L DE C.V","BISLB75","BISAGRA DE LIBRO 3"" X 3""","0"
"447","CASCAR INTERNATIONAL S. DE R.L DE C.V","BISL100","BISAGRA DE LIBRO ALTA R. 4"" X 4""","0"
"448","CASCAR INTERNATIONAL S. DE R.L DE C.V","BISLBA125","BISAGRA DE LIBRO ALTA R. 5"" X 5""","0"
"449","CASCAR INTERNATIONAL S. DE R.L DE C.V","BISLBA150","BISAGRA DE LIBRO ALTA R. 6"" X 6""","0"
"450","CASCAR INTERNATIONAL S. DE R.L DE C.V","BISLBA75","BISAGRA DE LIBRO ALTA R.3""X 3""","0"
"451","CASCAR INTERNATIONAL S. DE R.L DE C.V","BISLB50","BISAGRA DE LIBRO DE 2"" X 2""","0"
"452","CASCAR INTERNATIONAL S. DE R.L DE C.V","BISL88","BISAGRA DE LIBRO DE 3 1/2"" X 3 1/2""","0"
"453","CASCAR INTERNATIONAL S. DE R.L DE C.V","BISL100S","BISAGRA DE LIBRO SENCILLA  4"" X 4""","0"
"454","CASCAR INTERNATIONAL S. DE R.L DE C.V","BOTONB","BOTON BARROCO(R505)(REYES)","0"
"455","CASCAR INTERNATIONAL S. DE R.L DE C.V","CAJAR4G","CAJA P/RUEDA DE ANGULO DE 4""GALV. P/PORTON AUTOM.","0"
"456","CASCAR INTERNATIONAL S. DE R.L DE C.V","CAJAR4","CAJA PARA RUEDA DE ANGULO DE 4""","0"
"457","CASCAR INTERNATIONAL S. DE R.L DE C.V","CAJAR6","CAJA PARA RUEDA DE ANGULO DE 6""","0"
"458","CASCAR INTERNATIONAL S. DE R.L DE C.V","CECON13","CANASTA O PIÑA ECONOM. DE 1/2""","0"
"459","CASCAR INTERNATIONAL S. DE R.L DE C.V","CTROP13","CANASTA O PIÑA TROPICALIZADA 1/2""","200"
"460","CASCAR INTERNATIONAL S. DE R.L DE C.V","CINA18","CINTA NAVAJA 18"" (CBT-65)","0"
"461","CASCAR INTERNATIONAL S. DE R.L DE C.V","CODSOL38","CODO SOLDABLE 1"" 1/2 X 45 GRADOS","0"
"462","CASCAR INTERNATIONAL S. DE R.L DE C.V","CODSOL32","CODO SOLDABLE 1"" 1/4 X 45 GRADOS","0"
"463","CASCAR INTERNATIONAL S. DE R.L DE C.V","CODSOL25","CODO SOLDABLE 1"" X 45 GRADOS","0"
"464","CASCAR INTERNATIONAL S. DE R.L DE C.V","CODS75","CODO SOLDABLE 3""","0"
"465","CASCAR INTERNATIONAL S. DE R.L DE C.V","CRUZE","CRUZ ESPAÑOLA CHICA (R910)","0"
"466","CASCAR INTERNATIONAL S. DE R.L DE C.V","CRUZR","CRUZ ROMANA GDE. (R915)","0"
"467","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUA13","CUELLO ANTIGUO 1/2""(8518-1/2)","0"
"468","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUCRS13","CUELLO CUAD. P/RED. DE 1/2""(251R-1/2"")","0"
"469","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUESP13","CUELLO ESPAÑOL P/CUAD. 1/2"" (751)(7024)","0"
"470","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUFC13","CUELLO FRANCES P/CUAD. 1/2"" (303C)(7095C-1/2)","0"
"471","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUFP/C16","CUELLO FRANCES P/CUAD. DE 5/8""(303C)(7095C-5/8)","0"
"472","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUF13","CUELLO FRANCES P/RED 1/2"" (303)(7095-1/2)","2"
"473","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUF16","CUELLO FRANCES P/RED DE 5/8"" (303)(7095-5/8)","0"
"475","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUMEDC13R","CUELLO MEDIO (HORIZ) .P/CUAD.1/2 (351)(7061)","0"
"476","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUMEDC13","CUELLO MEDIO (VERTICAL)P/CUAD.1/2"" (451)(7065-1/2)","0"
"477","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUMEDFC13","CUELLO MEDIO FRANCES P/CUAD 1/2"" (7093C)","0"
"478","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUMEDF13","CUELLO MEDIO FRANCES P/RED 1/2"" (7093)","0"
"479","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUMEDF16","CUELLO MEDIO FRANCES P/RED 5/8"" (7093)","0"
"480","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUMEDR13","CUELLO MEDIO P/RED. DE 1/2""(552)(7027-1/2)","0"
"481","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUMEDR16","CUELLO MEDIO P/RED. DE 5/8"" (7027)","0"
"482","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUMILMR13","CUELLO MILANO MEDIO P/RED DE 1/2(652)(7023)","0"
"483","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUMILR13","CUELLO MILANO P/RED.1/2","0"
"484","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUNP/C13","CUELLO NAPOLITANO P/CUA.1/2 (205)","0"
"485","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUNP/C16","CUELLO NAPOLITANO P/CUAD. DE 5/8"" (205)","0"
"486","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUN13L","CUELLO NAPOLITANO P/RED 1/2"" LIGH (201)(7090J-1/2)","0"
"487","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUN13","CUELLO NAPOLITANO P/RED 1/2"" PESADO(202)(7090-1/2)","0"
"488","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUN16","CUELLO NAPOLITANO P/RED 5/8 PESADO(202)(7090-5/8)","0"
"489","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUN16L","CUELLO NAPOLITANO P/RED 5/8"" LIGH (201)(7090J)","200"
"490","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUCS13","CUELLO P/ CUAD. DE 1/2"" LIGERO (251)(SSJ)","0"
"491","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUCS25","CUELLO P/ CUADRADO 1"" (251)","0"
"492","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUCS19","CUELLO P/CUAD. 3/4"" (251)","0"
"493","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUCS13P","CUELLO P/CUAD. DE 1/2"" PESADO (251)(J)","0"
"494","CASCAR INTERNATIONAL S. DE R.L DE C.V","CUCS16","CUELLO P/CUAD. DE 5/8"" (251)","0"
