"fila","proveedor","codigo","descripcion","existencia"
"1810","LAMINAS Y PERFILES ECOLOGICOS DE MEXICO","ESQ.8018OX","ESQUINERO LAMBRIN INT,OXFORD 2.90 MT(766526)","8"
"1811","LAMINAS Y PERFILES ECOLOGICOS DE MEXICO","ESQ-8019PINO","ESQUINERO LAMBRIN INT.PINO 2.90 MT(775818)","1"
"1812","LAMINAS Y PERFILES ECOLOGICOS DE MEXICO","LI14-8051BH","LAMBRIN INT. GRIS PERLA  8051  2.90 MT. (875723)","138"
"1813","LAMINAS Y PERFILES ECOLOGICOS DE MEXICO","LI14-8011NO","LAMBRIN INT. NOGAL  8011  2.90 MT. (695840)","0"
"1814","LAMINAS Y PERFILES ECOLOGICOS DE MEXICO","LI14-8018OX","LAMBRIN INT. OXFORD 8018  2.90 MT. (629258)","90"
"1815","LAMINAS Y PERFILES ECOLOGICOS DE MEXICO","LI14-8019PINO","LAMBRIN INT. PINO 8019  2.90 MT. (654403)","95"
"1817","LAMITEC,S.A DE C.V","DUELZ1X.915F","DUELA Z. DE 1 X .915 FLOR (13F)","22"
"1818","LAMITEC,S.A DE C.V","DUELZ13E","DUELA Z. DE 1 X .915 RECT. ESPAÑA (13E)","10"
"1819","LAMITEC,S.A DE C.V","DUELZ11X2.00RCH","DUELA Z. DE 11 X 2.00 REC. CHAPETON (56.5RCH)","0"
"1820","LAMITEC,S.A DE C.V","DUELZ12X.915CH","DUELA Z. DE 12 X .915 CHAPETON (33CH)","0"
"1821","LAMITEC,S.A DE C.V","DUELZ14X1.83FCH","DUELA Z. DE 14 X 1.83 FLOR CHAPETON (56FCH)","18"
"1822","LAMITEC,S.A DE C.V","DUELZ14X1.83RCH","DUELA Z. DE 14 X 1.83 REC. CHAPETON (56RCH)","0"
"1823","LAMITEC,S.A DE C.V","DUELZ19X2.44FCH","DUELA Z. DE 19 X 2.44 FLOR CHAPETON (78FCH)","0"
"1824","LAMITEC,S.A DE C.V","DUELZ19X2.44RCH","DUELA Z. DE 19 X 2.44 REC. CHAPETON (78RCH)","0"
"1825","LAMITEC,S.A DE C.V","DUELZ28X1.83CH","DUELA Z. DE 28 X 1.83 CHAPETON (76CH)","0"
"1826","LAMITEC,S.A DE C.V","DUELZ33MC","DUELA Z. DE 3 X .915 CUA. RECTAN. MARRUECOS(33MC)","20"
"1827","LAMITEC,S.A DE C.V","DUELZ33EC","DUELA Z. DE 3 X .915 CUADRO RECT. ESPAÑA (33EC)","8"
"1828","LAMITEC,S.A DE C.V","DUELZ3X.915FC","DUELA Z. DE 3 X .915 FLOR CUAD. (33FC)","0"
"1829","LAMITEC,S.A DE C.V","DUELZ3X.915FR","DUELA Z. DE 3 X .915 FLOR REDONDA (33FO)","0"
"1830","LAMITEC,S.A DE C.V","DUELZ3X1.83F","DUELA Z. DE 3 X 1.83 FLOR (36F)","13"
"1831","LAMITEC,S.A DE C.V","DUELZ36E","DUELA Z. DE 3 X 1.83 RECT. ESPAÑA (36E)","12"
"1832","LAMITEC,S.A DE C.V","DUELZ36X2.44CH","DUELA Z. DE 36 X 2.44 CHAPETON (98CH)","0"
"1833","LAMITEC,S.A DE C.V","DUELZ43M","DUELA Z. DE 4 X .915 CUADRO MARRUECOS (43M)","16"
"1834","LAMITEC,S.A DE C.V","DUELZ48X3.05CH","DUELA Z. DE 48 X 3.05 CHAPETON (1210CH)","0"
"1835","LAMITEC,S.A DE C.V","DUELZ5X2.4458F","DUELA Z. DE 5 X  2.44 FLOR (58F)","0"
"1836","LAMITEC,S.A DE C.V","DUELZ56MC","DUELA Z. DE 5 X 1.83 CUA. RECTAN. MARRUECOS (56MC)","0"
"1837","LAMITEC,S.A DE C.V","DUEL56EC","DUELA Z. DE 5 X 1.83 CUADRO RECT. ESPAÑA  (56EC)","2"
"1838","LAMITEC,S.A DE C.V","DUELZ5X1.83FC","DUELA Z. DE 5 X 1.83 FLOR CUAD. (56FC)","17"
"1839","LAMITEC,S.A DE C.V","DUELZ5X1.83FO","DUELA Z. DE 5 X 1.83 FLOR REDONDA (56FO)","0"
"1840","LAMITEC,S.A DE C.V","DUELZ7X2.44FC","DUELA Z. DE 7 X 2.44 FLOR CUAD. (78FC)","40"
"1841","LAMITEC,S.A DE C.V","DUELZ86M","DUELA Z. DE 8 X 1.83 CUADRO MARRUECOS (86M)","0"
"1842","LAMITEC,S.A DE C.V","DUELZ9X.915FCH","DUELA Z. DE 9 X .915 FLOR CHAPETON (33FCH)","23"
"1843","LAMITEC,S.A DE C.V","DUELZ9X.915RECH","DUELA Z. DE 9 X .915 REC. CHAPETON (33RCH)","0"
"1844","LAMITEC,S.A DE C.V","DUELZ9X3.05FC","DUELA Z. DE 9 x 3.05 FLOR CUAD. (910FC)","0"
"1845","LAMITEC,S.A DE C.V","DUEL9X3.05RECH","DUELA Z. DE 9 X 3.05 RECT. CHAPETON (910RCH)","0"
"1846","LAMITEC,S.A DE C.V","DUELZ58","DUELA Z. LISA 5 X 2.44 (58) LAMITEC","0"
"1847","LAMITEC,S.A DE C.V","DUELZ13","DUELA Z.LISA 1 X .915 (13) LAMITEC","0"
"1849","LAMITEC,S.A DE C.V","DUELZ36","DUELA Z.LISA 3 X 1.83 (36) LAMITEC","0"
"1850","LAMITEC,S.A DE C.V","DUELZ46.5","DUELA Z.LISA 4 X 1.98 (46.50) LAMITEC","0"
"1851","LAMITEC,S.A DE C.V","DUELZ48","DUELA Z.LISA 4 X 2.44 (48) LAMITEC","0"
"1852","LAMITEC,S.A DE C.V","DUELZ610","DUELA Z.LISA 6 X 3.05 (610) LAMITEC","17"
"1853","LAMITEC,S.A DE C.V","DT100-065","DUELA ZINTRO 10 CM X 2 MTS (100-065)","0"
"1854","LAMITEC,S.A DE C.V","DT100-100","DUELA ZINTRO 10 CM X 3.05 MTS (100-100)","0"
"1855","LAMITEC,S.A DE C.V","DT20-065","DUELA ZINTRO 2 CM X 2 MTS (20-065)","0"
"1856","LAMITEC,S.A DE C.V","DLG-AL080","DUELA ZINTRO 2.44 ALUM. (AL-8)","0"
"1857","LAMITEC,S.A DE C.V","DLG-AL100","DUELA ZINTRO 3.05 ALUM. (AL-10)","0"
"1858","LAMITEC,S.A DE C.V","DT40-065","DUELA ZINTRO 4 CM X 2 MTS (40-065)","0"
"1859","LAMITEC,S.A DE C.V","DT40-100","DUELA ZINTRO 4 CM X 3.05 MTS (40-100)","0"
"1860","LAMITEC,S.A DE C.V","DT060-065","DUELA ZINTRO 6 CM X 2 MTS (060-065)","0"
"1861","LAMITEC,S.A DE C.V","DT060-100","DUELA ZINTRO 6 CM X 3.05 MTS (060-100)","0"
"1862","LAMITEC,S.A DE C.V","DT80-065","DUELA ZINTRO 8 CM X 2 MTS. (80-065)","0"
"1863","LAMITEC,S.A DE C.V","DT080-100","DUELA ZINTRO 8 CM X 3.05 MTS (080-100)","0"
"1864","LAMITEC,S.A DE C.V","DUELZ86","DUELA ZINTRO 8 X 1.83 SQ (86) LAMITEC","0"
"1865","LAMITEC,S.A DE C.V","DUELZ96.5","DUELA ZINTRO 9 X 1.98 SQ  (96.5)LAMITEC","0"
"1866","LAMITEC,S.A DE C.V","DUELZ118","DUELA ZINTRO DE 11 X 2.44 SQ(118)LAMITEC","0"
"1867","LAMITEC,S.A DE C.V","DUELZ1410","DUELA ZINTRO DE 14 X 3.05 SQ(1410) LAMITEC","0"
"1868","LAMITEC,S.A DE C.V","DUELZ33","DUELA ZINTRO DE 3 X 91.5 CB (33)LAMITEC","0"
"1869","LAMITEC,S.A DE C.V","DUELZ43","DUELA ZINTRO DE 4 X .91 SQ (43) LAMITEC","0"
"1870","LAMITEC,S.A DE C.V","DUEZ5X1.22SQ","DUELA ZINTRO DE 5 X 1.22 SQ ( 54 )","0"
"1871","LAMITEC,S.A DE C.V","DUELZ56","DUELA ZINTRO DE 5 X 1.83 CB (56) LAMITEC","20"
"1872","LAMITEC,S.A DE C.V","DUELZ560","DUELA ZINTRO DE 5 X 1.83 RED. COMB. (560) LAMITEC","1"
"1873","LAMITEC,S.A DE C.V","DUELZ56.5","DUELA ZINTRO DE 5 X 1.98 CB (56.5)LAMITEC","0"
"1874","LAMITEC,S.A DE C.V","DUELZ56.50","DUELA ZINTRO DE 5 X 1.98 RED. COMB. (56.50)LAMITEC","50"
"1875","LAMITEC,S.A DE C.V","DUELZ78","DUELA ZINTRO DE 7 X 2.44 CB (78) LAMITEC","0"
"1876","LAMITEC,S.A DE C.V","DUELZ780","DUELA ZINTRO DE 7 X 2.44 RED. COMB. (780) LAMITEC","0"
"1877","LAMITEC,S.A DE C.V","DUELZ96.50","DUELA ZINTRO DE 9 X 1.98 REDONDA (96.50)LAMITEC","79"
"1878","LAMITEC,S.A DE C.V","DUELZ910","DUELA ZINTRO DE 9 X 3.05 CB (910)LAMITEC","20"
"1879","LAMITEC,S.A DE C.V","DUELZ9100","DUELA ZINTRO DE 9 X 3.05 RED.COMB. (9100)LAMITEC","0"
"1881","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","CABLE1/0","CABLE 1/0 ( CODIGO RF54962)","0"
"1882","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","CABLE2","CABLE 2 (CODIGO WT53778-1)","0"
"1883","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","CARE300","CARETA ELECTRONICA TRIBAL HOOD 9-13(RF55300-2)ROJA","0"
"1884","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","ANTGEL","GEL ANTICHISPAS","0"
"1885","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","ANTGEL400GRS","GEL ANTICHISPAS 400 GRS ( RF500919)","0"
"1886","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","GIS","GIS (WT52895)","432"
"1887","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","GUAARGO","GUANTE DE CARNAZA ARGONERO(RF500926)","0"
"1888","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","PLASOL180","PLANTA DE SOLDAR LINCOLN 180 AMPS","0"
"1889","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","K2707-2","PLANTA P/SOLD. Y GEN. OUTBACK 145 LINCOLN  NO.SERI","0"
"1890","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","PLASOLAC225","PLANTA P/SOLD.AC 225 GLM LINCOLN","0"
"1891","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","PLASOLEM140","PLANTA P/SOLD.P/MICROALAMBRE  EASY MIG 140 LINCOLN","0"
"1892","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","PLASOL150","PLANTA P/SOLDAR LINCONL 150 AMP","0"
"1893","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","PGIS","PORTA GIS WYP-400-1 CON GIS (WT52895)","0"
"1894","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","PEREDF250","PORTAELECTRODO DE 250 AMP. RED FORCE(RF55617)","0"
"1895","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","PEREDF300UR","PORTAELECTRODO DE 300 AMP. RED FORCE(WT52881)","0"
"1896","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","PEREDF300","PORTAELECTRODO DE 300 AMP. RED FORCE(WT53867)","0"
"1897","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","PM36KG","POSICIONADOR MAGNETICO 36 KGS.(WT53880)","0"
"1898","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","SOLLICON","SOLD. MICROALAMBRE 0.035(4.54KG/10LB) LINCOLN","0"
"1899","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","SOLLIN15K","SOLD.LINCOLN  MICRO A. .035 15 KGS.","0"
"1900","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","SOLLIN1LBT.030","SOLD.MICRO A.TUB.  .030 (1 LB/  .454 KGS)LINCOLN","0"
"1902","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","SOLLIN1LBT","SOLD.MICRO A.TUB.  .035 (1 LB/  .454 KGS)LINCOLN","0"
"1903","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","SOLLIN6013","SOLDADURA 6013 1/8 LINCOLN","0"
"1904","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","SOLLIN3/32","SOLDADURA 6013 3/32 LINCOLN","0"
"1905","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","SOLIN7018","SOLDADURA 7018 1/8 LINCOLN (55008)","0"
"1906","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","TT300REDFFB","TENAZA P/TIERRA 300 AMP. RED FORCE FB(WT53817)","0"
"1907","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","TT300REDF","TENAZA P/TIERRA 300 AMP. RED FORCE(WT53870)","0"
"1908","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","TT500REDF","TENAZA P/TIERRA 500 AMP. RED FORCE(WT53869)","0"
"1909","LINCOLN ELECTRIC MANUFACTURA, S.A DE C.V","ZAPP/C2/0","ZAPATA P/CABLE  2/0 RED FORCE (WT53772)","0"
"1911","MERK  SERVICE, S.A DE C.V","SOLIN7018-5/32","SOLDADURA 7018 5/32""","0"
"1913","METALES DESPLEGADOS S.A DE C.V","MEDE1522","METAL DESPLEGADO 15-22 3` ( 91 CM )","0"
"1914","METALES DESPLEGADOS S.A DE C.V","MEDE1920","METAL DESPLEGADO 19-20 3' ( .91 CM.)","0"
"1915","METALES DESPLEGADOS S.A DE C.V","MEDE2018","METAL DESPLEGADO 20-18 3' ( .91 CM)","0"
"1916","METALES DESPLEGADOS S.A DE C.V","MEDE42018","METAL DESPLEGADO 20-18 4"" (1.20 MTS)","0"
"1917","METALES DESPLEGADOS S.A DE C.V","MEDE2116","METAL DESPLEGADO 21-16 3' ( .91 CM)","0"
"1918","METALES DESPLEGADOS S.A DE C.V","MEDE42116","METAL DESPLEGADO 21-16 4' ( 1.20 CM)","0"
"1919","METALES DESPLEGADOS S.A DE C.V","MEDE43220","METAL DESPLEGADO 32-20 4"" (1.20)","0"
"1920","METALES DESPLEGADOS S.A DE C.V","MEDE3416","METAL DESPLEGADO 34-16 3' (  .91CM)","0"
"1921","METALES DESPLEGADOS S.A DE C.V","MEDE43416","METAL DESPLEGADO 34-16 4' (1.20 MTS)","0"
"1922","METALES DESPLEGADOS S.A DE C.V","MEDE3914","METAL DESPLEGADO 39-14 3' (  .91 CM)","0"
"1923","METALES DESPLEGADOS S.A DE C.V","MEDE43914","METAL DESPLEGADO 39-14 4' (  1.22 MT)","0"
"1924","METALES DESPLEGADOS S.A DE C.V","MEDE4012","METAL DESPLEGADO 40-12 3' ( .91 CM)","0"
"1925","METALES DESPLEGADOS S.A DE C.V","MEDE44012","METAL DESPLEGADO 40-12 4' (1.20 MTS)","0"
"1926","METALES DESPLEGADOS S.A DE C.V","MEDE4012L","METAL DESPLEGADO 40-12 LIG. 3' ( .91CM)","0"
"1927","METALES DESPLEGADOS S.A DE C.V","MEDE4810","METAL DESPLEGADO 48-10 3' ( .91CM)","0"
"1928","METALES DESPLEGADOS S.A DE C.V","MEDE44810","METAL DESPLEGADO 48-10 4' (1.20 MTS)","0"
"1930","MOISES JUAREZ MORALES","082A","REG 1 "" HONGO PLASTICO  (082A)","0"
"1931","MOISES JUAREZ MORALES","031A","REG 1 1/2 BARRIL HULE  (031A)","0"
"1932","MOISES JUAREZ MORALES","044A","REG 1 1/2 CUADRADO HULE (044A)","0"
"1933","MOISES JUAREZ MORALES","084A","REG 1 1/2 HONGO PLASTICO (084A)","0"
"1934","MOISES JUAREZ MORALES","030A","REG 1 1/4 BARRIL HULE (030A)","0"
"1935","MOISES JUAREZ MORALES","043A","REG 1 1/4 CUADRADO HULE (043A)","0"
"1936","MOISES JUAREZ MORALES","083A","REG 1 1/4 HONGO PLASTICO 083A)","0"
"1937","MOISES JUAREZ MORALES","105A","REG 1"" ANGULO HULE (105A)","0"
"1938","MOISES JUAREZ MORALES","029A","REG 1"" BARRIL HULE  (029A)","0"
"1939","MOISES JUAREZ MORALES","038A","REG 1"" COSTILLA HULE (038A)","0"
"1940","MOISES JUAREZ MORALES","042A","REG 1"" CUADRADO HULE  (042A)","0"
"1941","MOISES JUAREZ MORALES","025A","REG 1/2 BARRIL HULE  (025A)","0"
"1942","MOISES JUAREZ MORALES","034A","REG 1/2 COSTILLA HULE  (034A)","0"
"1943","MOISES JUAREZ MORALES","0.958333333333333","REG 1/4 BARRIL HULE (023A)","0"
"1944","MOISES JUAREZ MORALES","032A","REG 2"" BARRIL HULE  (032A)","0"
"1945","MOISES JUAREZ MORALES","045A","REG 2"" CUADRADO HULE (045A)","0"
"1946","MOISES JUAREZ MORALES","104A","REG 3/4 ANGULO HULE (104A)","0"
"1947","MOISES JUAREZ MORALES","102A","REG 3/4 ANGULO PLASTICO (102A)","0"
"1948","MOISES JUAREZ MORALES","036A","REG 3/4 COSTILLA HULE (036A)","0"
"1949","MOISES JUAREZ MORALES","040A","REG 3/4 CUADRADO HULE  (040A)","0"
"1950","MOISES JUAREZ MORALES","081A","REG 3/4 HONGO PLASTICO  (081A)","0"
"1952","MOISES JUAREZ MORALES","024A","REG 3/8 BARRIL HULE  (024A)","0"
"1953","MOISES JUAREZ MORALES","026A","REG 5/8 BARRIL HULE  (026A)","0"
"1954","MOISES JUAREZ MORALES","027A","REG3/4 BARRIL HULR  (027A)","0"
"1955","MOISES JUAREZ MORALES","300A","TORN NIVEL R 1/4 X L1 BASE REDOND (300A)","0"
"1956","MOISES JUAREZ MORALES","304A","TORN NIVEL R3/8 X L1 1/2 B. REDON PLANA (304A)","0"
"1957","MOISES JUAREZ MORALES","302A","TORN NIVEL R5/16 X L1 1/2 B. REDOND (302A)","0"
"1958","MOISES JUAREZ MORALES","301A","TORN NIVEL R5/16 X L1 BASE REDOND (301A)","0"
"1960","PAPALOTES FELIZARDO ELIZONDO GUAJARDO,S.A DE C.V","HSS4X41/4-12.20","HSS  DE 4"" X 4"" EN 1/4 A 12.20 MTS( 17.73 KG/ML)","0"
"1961","PAPALOTES FELIZARDO ELIZONDO GUAJARDO,S.A DE C.V","LACT1.22","LAMINA ACEROTEJA ROJA 1.22 C26","15"
"1962","PAPALOTES FELIZARDO ELIZONDO GUAJARDO,S.A DE C.V","LACT1.83","LAMINA ACEROTEJA ROJA 1.83 C26","51"
"1963","PAPALOTES FELIZARDO ELIZONDO GUAJARDO,S.A DE C.V","LACT2.44","LAMINA ACEROTEJA ROJA 2.44 C26","27"
"1964","PAPALOTES FELIZARDO ELIZONDO GUAJARDO,S.A DE C.V","LACT3.05","LAMINA ACEROTEJA ROJA 3.05 C26","21"
"1965","PAPALOTES FELIZARDO ELIZONDO GUAJARDO,S.A DE C.V","LACT3.66","LAMINA ACEROTEJA ROJA 3.66 C26","22"
"1966","PAPALOTES FELIZARDO ELIZONDO GUAJARDO,S.A DE C.V","LACT4.27","LAMINA ACEROTEJA ROJA 4.27 C26","18"
"1967","PAPALOTES FELIZARDO ELIZONDO GUAJARDO,S.A DE C.V","LACT4.88","LAMINA ACEROTEJA ROJA 4.88 C26","37"
"1968","PAPALOTES FELIZARDO ELIZONDO GUAJARDO,S.A DE C.V","LACT5.50","LAMINA ACEROTEJA ROJA 5.50 C26","0"
"1969","PAPALOTES FELIZARDO ELIZONDO GUAJARDO,S.A DE C.V","LACT6.10","LAMINA ACEROTEJA ROJA 6.10 C26","35"
"1971","PERFILES LM, S.A DE C.V","ZM300","CHAMBRANA L ZM300","0"
"1972","PERFILES LM, S.A DE C.V","PLA136X20","PLACA DE 1/2 DE 1.83 X 6.10 MTRS DE LARGO (6X20)","0"
"1974","PERFILES Y HERRAJES VARGAS, S.A DE C.V","ACOPG318","ACOPLADORES RAPIDOS GONI MOD. 318","0"
"1975","PERFILES Y HERRAJES VARGAS, S.A DE C.V","ACOPG320","ACOPLADORES RAPIDOS GONI MOD. 320","0"
"1976","PERFILES Y HERRAJES VARGAS, S.A DE C.V","AER2192","AEROSOL ALUMINIO (2192)","0"
"1977","PERFILES Y HERRAJES VARGAS, S.A DE C.V","AER2182","AEROSOL AMARILLO LIMON (2182)","0"
"1978","PERFILES Y HERRAJES VARGAS, S.A DE C.V","AER2170","AEROSOL BLANCO BRILLANTE (2170)","0"
"1979","PERFILES Y HERRAJES VARGAS, S.A DE C.V","AER2189","AEROSOL GRIS ACERO  (2189)","0"
"1980","PERFILES Y HERRAJES VARGAS, S.A DE C.V","AER2185","AEROSOL NARANJA (2185)","0"
"1981","PERFILES Y HERRAJES VARGAS, S.A DE C.V","AER2171","AEROSOL NEGRO BRILLANTE (2171)","0"
"1982","PERFILES Y HERRAJES VARGAS, S.A DE C.V","AER2193","AEROSOL ORO (2193)","0"
"1983","PERFILES Y HERRAJES VARGAS, S.A DE C.V","AER2175","AEROSOL VERDE METALICO (2175)","0"
"1984","PERFILES Y HERRAJES VARGAS, S.A DE C.V","AERVERZIN","AEROSOL VERDE ZINTRO (IPESA)","0"
"1985","PERFILES Y HERRAJES VARGAS, S.A DE C.V","AERVERZINP","AEROSOL VERDE ZINTRO (PROZINTLUX)","0"
"1986","PERFILES Y HERRAJES VARGAS, S.A DE C.V","AGUILA","AGUILA (COD. 11238)","0"
"1987","PERFILES Y HERRAJES VARGAS, S.A DE C.V","ARCA","ARMELLA P/CANDADO","0"
"1988","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BIBELCH","BIBEL CHICO (VARGAS)","0"
"1989","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BIBELCHICOLIGHT","BIBEL CHICO LIGHT (VARGAS)","0"
"1990","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BIBELGI","BIBEL GIGANTE","0"
"1991","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BIBELGILIGTH","BIBEL GIGANTE LIGHT","0"
"1992","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BIBELGIGN","BIBEL GIGANTE NEGRO (VARGAS)","0"
"1993","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BIBELLJ","BIBEL LIGHT JUMBO 1/4 X 4 X 8 (VARGAS)","0"
"1994","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BIBELMEDLIGHT","BIBEL MEDIANO LIGHT (VARGAS)","0"
"1995","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BIBELMED","BIBEL MEDIANO NEGRO (VARGAS)","0"
"1996","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BIBELTA","BIBEL TAPADO (VARGAS)","0"
"1997","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BISPRO","BISAGRA DE PROYECCION","0"
"1998","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BIST25","BISAGRA TUBULAR 1""","0"
"1999","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BIST13","BISAGRA TUBULAR 1/2""","0"
"2000","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BIST19","BISAGRA TUBULAR 3/4""","0"
"2002","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BIST10","BISAGRA TUBULAR 3/8""","0"
"2003","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BIST16","BISAGRA TUBULAR 5/8""","0"
"2004","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BOMBOA25","BOMBO DE ALUMINIO DE 1""","0"
"2005","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BOMBOA38","BOMBO DE ALUMINIO DE 1"" 1/2","0"
"2006","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BOMBOA32","BOMBO DE ALUMINIO DE 1"" 1/4","0"
"2007","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BROCA3/32","BROCA P/FO. 3/32""","0"
"2008","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BROCA7/64","BROCA P/FO. 7/64""","0"
"2009","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BCHA25","BROCHA 1""","0"
"2010","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BCHA13","BROCHA 1/2""","0"
"2011","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BCHA75","BROCHA 3""","0"
"2012","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BCHA38","BROCHA S-400 1 1/2""","0"
"2013","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BCHA65","BROCHA S-400 2 1/2""","0"
"2014","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BCHA50","BROCHA S-400 2""","0"
"2015","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BULON150","BULON MOD BMR-150 MASTER RAIL (VARGAS)","0"
"2016","PERFILES Y HERRAJES VARGAS, S.A DE C.V","BUZON","BUZON MEDIANO VARGAS 27 X 21 X 9","0"
"2017","PERFILES Y HERRAJES VARGAS, S.A DE C.V","ARCAP001","CAPITEL TROQUELADO P/ARCO","0"
"2018","PERFILES Y HERRAJES VARGAS, S.A DE C.V","CEPVM","CARETA ECON. PLASTICA VENT. MOVIL","0"
"2019","PERFILES Y HERRAJES VARGAS, S.A DE C.V","CAR-EWH245","CARETA ELECTRONICA AGUILA AMERICANA(EWH245)","0"
"2020","PERFILES Y HERRAJES VARGAS, S.A DE C.V","CAR-EWHM44","CARETA ELECTRONICA ALIEN","0"
"2021","PERFILES Y HERRAJES VARGAS, S.A DE C.V","CAR-EWH2414","CARETA ELECTRONICA CABALLERO MEDIEVAL","0"
"2022","PERFILES Y HERRAJES VARGAS, S.A DE C.V","CAR-EWHM60","CARETA ELECTRONICA GHOST","0"
"2023","PERFILES Y HERRAJES VARGAS, S.A DE C.V","CAR-EWHM69","CARETA ELECTRONICA MONROE","0"
"2024","PERFILES Y HERRAJES VARGAS, S.A DE C.V","CAR-EWH241","CARETA ELECTRONICA MUERTE ARDIENTE(EWHM1)","0"
"2025","PERFILES Y HERRAJES VARGAS, S.A DE C.V","CAR-EWHM20","CARETA ELECTRONICA SILVER RED DIAMOND","0"
"2026","PERFILES Y HERRAJES VARGAS, S.A DE C.V","CARHPKAR","CARETA ELECTRONICA VARGAS","0"
"2027","PERFILES Y HERRAJES VARGAS, S.A DE C.V","CARRCUA","CARRETILLA CUADRUPLE","0"
"2028","PERFILES Y HERRAJES VARGAS, S.A DE C.V","CARRDO","CARRETILLA DOBLE","0"
"2029","PERFILES Y HERRAJES VARGAS, S.A DE C.V","CARRSEN","CARRETILLA SENCILLA","0"
"2030","PERFILES Y HERRAJES VARGAS, S.A DE C.V","CARRWEM","CARRETILLA WELCOT EMBALADA","0"
"2031","PERFILES Y HERRAJES VARGAS, S.A DE C.V","CATVARGAS","CATALOGO DE PRODUCTOS ""PHV & ELEVA""","0"
"2032","PERFILES Y HERRAJES VARGAS, S.A DE C.V","CERDO","CERDO( COD.11472)","0"
"2033","PERFILES Y HERRAJES VARGAS, S.A DE C.V","CER-117B","CERRADURA VARGAS 117B (LATON BILLANTE)","0"
"2034","PERFILES Y HERRAJES VARGAS, S.A DE C.V","CER-118A","CERRADURA VARGAS 118A (LATON ANTIGUO)","0"
"2035","PERFILES Y HERRAJES VARGAS, S.A DE C.V","CHAV715IFD","CHAPA VARGAS 715 IF D","0"
"2036","PERFILES Y HERRAJES VARGAS, S.A DE C.V","CHAV715IFI","CHAPA VARGAS 715 IF I","0"
"2037","PERFILES Y HERRAJES VARGAS, S.A DE C.V","CHAVAS075IFD","CHAPA VARGAS ALTA SEGURIDAD IF DER (075)","0"
"2038","PERFILES Y HERRAJES VARGAS, S.A DE C.V","CHAVAS075IFI","CHAPA VARGAS ALTA SEGURIDAD IF IZQ. (075)","0"
"2039","PERFILES Y HERRAJES VARGAS, S.A DE C.V","CER-F80D","CHAPA VARGAS FIJA DERECHA (080FD)","0"
